date,close,vol_usd,vol_btc,fed_rate,gold_usd,kospi,ex_rate
2014-10-10,361.22000099999997,5049013,13977.667310841962,0.09,1219.0,1940.92,1072.3
2014-10-11,373.170013,4077867,10927.638497040758,0.09,1219.0,1940.92,1072.3
2014-10-12,387.320007,8935310,23069.580291523645,0.09,1219.0,1940.92,1072.3
2014-10-13,397.100006,11549913,29085.65304831549,0.09,1229.0,1927.21,1071.0
2014-10-14,393.170013,8867207,22553.11113973486,0.09,1234.75,1929.25,1069.1
2014-10-15,379.769989,7999668,21064.508075175996,0.09,1237.5,1925.91,1063.5
2014-10-16,380.480011,6324477,16622.36337561502,0.09,1237.75,1918.83,1065.8
2014-10-17,390.880005,3657801,9357.861628148516,0.09,1234.25,1900.66,1059.9
2014-10-18,387.27999900000003,2088508,5392.759774304792,0.09,1234.25,1900.66,1059.9
2014-10-19,380.390015,4075710,10714.555690953139,0.09,1234.25,1900.66,1059.9
2014-10-20,382.350006,3745779,9796.72797494346,0.09,1244.5,1930.06,1062.7
2014-10-21,378.929993,4064736,10726.878513414482,0.09,1250.25,1915.28,1060.4
2014-10-22,355.77999900000003,6999640,19674.068299719118,0.09,1243.75,1936.97,1054.5
2014-10-23,355.100006,7185001,20233.739449725606,0.09,1232.75,1931.65,1053.7
2014-10-24,346.72000099999997,4929757,14218.265418152212,0.09,1232.75,1925.69,1055.4
2014-10-25,348.670013,4076756,11692.304608942668,0.09,1232.75,1925.69,1055.4
2014-10-27,350.089996,3777108,10788.962961398074,0.09,1228.75,1931.97,1059.3
2014-10-28,351.059998,3372185,9605.722723213825,0.09,1229.25,1925.68,1052.6
2014-10-29,335.119995,4259966,12711.763140244735,0.09,1223.5,1961.17,1050.6
2014-10-30,344.859985,5522262,16013.055269372584,0.09,1202.0,1958.93,1047.0
2014-10-31,337.869995,4814121,14248.44191920623,0.09,1164.25,1964.43,1054.0
2014-11-01,325.429993,4540440,13952.125181037016,0.09,1164.25,1964.43,1054.0
2014-11-02,322.549988,3878749,12025.26474749086,0.09,1164.25,1964.43,1054.0
2014-11-03,324.23999,4435458,13679.552605463627,0.09,1167.75,1952.97,1058.8
2014-11-04,327.959991,4955240,15109.282034344244,0.09,1166.5,1935.19,1075.1
2014-11-05,338.01001,5342189,15804.824833442062,0.09,1142.0,1931.43,1079.9
2014-11-06,347.670013,5388972,15500.249657712067,0.09,1145.0,1936.48,1078.7
2014-11-07,341.869995,5215262,15255.10303997284,0.09,1154.5,1939.87,1089.1
2014-11-08,343.540009,2834855,8251.891848789,0.09,1154.5,1939.87,1089.1
2014-11-09,362.040009,4466556,12337.18895416335,0.09,1154.5,1939.87,1089.1
2014-11-10,367.149994,8387025,22843.59291042233,0.09,1162.0,1958.23,1092.5
2014-11-11,365.420013,5817809,15920.882253375652,0.09,1156.5,1963.0,1085.2
2014-11-12,432.02999900000003,15737081,36425.89874875795,0.09,1164.5,1967.27,1089.9
2014-11-13,428.72000099999997,25304725,59023.896578130494,0.09,1161.75,1960.51,1098.5
2014-11-14,396.52999900000003,14250930,35939.09675419034,0.09,1169.0,1945.14,1097.5
2014-11-15,374.859985,5185270,13832.551372481115,0.09,1169.0,1945.14,1097.5
2014-11-16,385.609985,5497204,14255.865288343091,0.09,1169.0,1945.14,1097.5
2014-11-17,384.690002,10942934,28446.109706797113,0.09,1182.5,1943.63,1099.6
2014-11-18,379.160004,10404772,27441.63912394093,0.09,1192.75,1967.01,1097.0
2014-11-19,381.429993,7592152,19904.44416886744,0.09,1196.0,1966.87,1098.9
2014-11-20,357.299988,8084810,22627.512654716353,0.09,1190.0,1958.04,1104.2
2014-11-21,351.769989,8291129,23569.74517232054,0.09,1203.75,1964.84,1113.1
2014-11-22,352.01001,4632290,13159.540548292929,0.09,1203.75,1964.84,1113.1
2014-11-23,365.850006,4504560,12312.586923942814,0.09,1203.75,1964.84,1113.1
2014-11-24,378.850006,9244691,24401.981928436344,0.09,1197.5,1978.54,1110.9
2014-11-25,376.429993,17405251,46237.68382876972,0.09,1199.0,1980.21,1112.2
2014-11-26,365.350006,8916241,24404.65540870964,0.09,1197.5,1980.84,1112.8
2014-11-27,368.829987,5144146,13947.201098917154,0.09,1194.75,1982.09,1107.0
2014-11-28,377.589996,16118258,42687.195558009436,0.09,1182.75,1980.78,1101.1
2014-11-29,376.27999900000003,31983637,84999.56703784301,0.09,1182.75,1980.78,1101.1
2014-11-30,374.929993,4269105,11386.405674938895,0.09,1182.75,1980.78,1101.1
2014-12-01,378.609985,7481865,19761.40433802875,0.12,1194.0,1965.22,1105.0
2014-12-02,380.640015,9664274,25389.53767117732,0.12,1195.0,1965.83,1116.2
2014-12-03,376.959991,8950322,23743.426925113654,0.12,1204.75,1969.91,1106.8
2014-12-04,369.839996,9521316,25744.41948674475,0.12,1209.0,1986.61,1114.4
2014-12-05,377.630005,11251853,29795.971853454812,0.12,1194.0,1986.62,1115.8
2014-12-06,376.26001,4181319,11112.844545982975,0.12,1194.0,1986.62,1115.8
2014-12-07,376.47000099999997,3334332,8856.833190275898,0.12,1194.0,1986.62,1115.8
2014-12-08,364.950012,8506201,23307.852364175287,0.12,1193.0,1978.95,1113.2
2014-12-09,352.190002,15529628,44094.46012609977,0.12,1227.0,1970.95,1118.3
2014-12-10,347.940002,9535221,27404.785150285767,0.12,1229.0,1945.56,1112.0
2014-12-11,347.679993,18063629,51954.75541786495,0.12,1216.25,1916.59,1104.5
2014-12-12,353.399994,9490205,26854.00441744207,0.12,1217.0,1921.71,1098.1
2014-12-13,348.23999,6837218,19633.638284908062,0.12,1217.0,1921.71,1098.1
2014-12-14,349.350006,4328238,12389.402964544388,0.12,1217.0,1921.71,1098.1
2014-12-15,345.369995,7746836,22430.54148348932,0.12,1209.25,1920.36,1103.9
2014-12-16,330.22000099999997,13001054,39370.88595672314,0.12,1202.5,1904.13,1103.0
2014-12-17,320.019989,19834674,61979.48466275336,0.12,1195.75,1900.16,1092.4
2014-12-18,310.339996,18932813,61006.68055689477,0.12,1199.0,1897.5,1088.1
2014-12-19,317.77999900000003,13119110,41283.62402065461,0.12,1195.5,1929.98,1103.2
2014-12-20,330.350006,9768954,29571.52663106051,0.12,1195.5,1929.98,1103.2
2014-12-21,322.630005,6746131,20909.806575491948,0.12,1195.5,1929.98,1103.2
2014-12-22,330.839996,11694687,35348.4679645565,0.12,1195.25,1943.12,1101.3
2014-12-23,335.25,8057502,24034.308724832215,0.12,1175.75,1939.02,1097.3
2014-12-24,322.399994,7112691,22061.697060701557,0.12,1175.75,1946.61,1100.5
2014-12-25,318.98999,4926116,15442.85449207983,0.12,1175.75,1946.61,1100.5
2014-12-26,329.980011,7518851,22785.777166362965,0.12,1175.75,1948.16,1104.3
2014-12-27,315.339996,6940336,22009.057170153577,0.12,1175.75,1948.16,1104.3
2014-12-28,316.52999900000003,6482718,20480.580104510092,0.12,1175.75,1948.16,1104.3
2014-12-29,314.119995,6457547,20557.580232993445,0.12,1185.5,1927.86,1099.5
2014-12-30,311.269989,7163083,23012.443387210067,0.12,1206.0,1915.59,1098.2
2014-12-31,318.23999,6472822,20339.436285175852,0.12,1206.0,1915.59,1099.2
2015-01-01,314.890015,4073067,12934.887757555602,0.11,1206.0,1915.59,1099.2
2015-01-02,315.209991,4673971,14828.118186139602,0.11,1172.0,1926.44,1099.2
2015-01-03,287.130005,14209564,49488.25881154427,0.11,1172.0,1926.44,1099.2
2015-01-04,264.72000099999997,24255392,91626.59379107514,0.11,1172.0,1926.44,1099.2
2015-01-05,274.839996,14995382,54560.406848499595,0.11,1200.0,1915.75,1102.6
2015-01-06,282.269989,6097640,21602.154807892097,0.11,1210.25,1882.45,1108.7
2015-01-07,291.339996,8827164,30298.497017896578,0.11,1210.5,1883.83,1103.9
2015-01-08,282.690002,5796312,20504.128051900472,0.11,1215.5,1904.65,1099.7
2015-01-09,287.97000099999997,5963203,20707.722954794866,0.11,1217.75,1924.7,1098.5
2015-01-10,273.350006,4147357,15172.331841836505,0.11,1217.75,1924.7,1098.5
2015-01-11,264.769989,4122751,15571.066099942316,0.11,1217.75,1924.7,1098.5
2015-01-12,269.329987,6899315,25616.586837766416,0.11,1226.5,1920.95,1092.2
2015-01-13,221.289993,22745960,102788.01897743292,0.11,1231.5,1917.14,1083.0
2015-01-14,164.919998,32911586,199560.91680282462,0.11,1235.0,1913.66,1081.5
2015-01-15,209.77999900000003,25672423,122377.83927151223,0.11,1259.0,1914.14,1079.9
2015-01-16,206.919998,13208882,63835.69557158028,0.11,1277.5,1888.13,1084.1
2015-01-17,199.649994,8685194,43502.09998002805,0.11,1277.5,1888.13,1084.1
2015-01-18,210.61999500000002,8429486,40022.249549478904,0.11,1277.5,1888.13,1084.1
2015-01-19,215.86999500000002,6744459,31243.151694148135,0.11,1273.75,1902.62,1077.3
2015-01-20,210.55000299999998,7926400,37646.16427006178,0.11,1288.75,1918.31,1079.8
2015-01-21,228.169998,9390361,41155.10839422455,0.11,1293.5,1921.23,1084.4
2015-01-22,232.69999700000002,12508308,53752.935802573294,0.11,1295.75,1920.82,1086.8
2015-01-23,232.169998,8855407,38141.909274599726,0.11,1294.75,1936.09,1085.3
2015-01-24,248.16000400000001,8011743,32284.58603667656,0.11,1294.75,1936.09,1085.3
2015-01-25,252.08999599999999,12509649,49623.742308282635,0.11,1294.75,1936.09,1085.3
2015-01-26,269.179993,29806496,110730.725815867,0.11,1281.25,1935.68,1084.1
2015-01-27,263.269989,13130803,49875.806391286016,0.11,1288.5,1952.4,1079.3
2015-01-28,236.169998,15880595,67242.22015702435,0.11,1288.0,1961.58,1082.1
2015-01-29,233.99000499999997,12723448,54376.03200187974,0.11,1268.75,1951.02,1082.9
2015-01-30,231.83999599999999,11316575,48812.004810421065,0.11,1260.25,1949.26,1090.8
2015-01-31,218.50999500000003,9645307,44141.26227955842,0.11,1260.25,1949.26,1090.8
2015-02-01,225.289993,9058010,40206.00240331136,0.11,1260.25,1949.26,1090.8
2015-02-02,238.86000099999998,8965813,37535.84929441577,0.11,1272.5,1952.68,1095.9
2015-02-03,227.41000400000001,15000263,65961.31540457648,0.11,1264.25,1951.96,1101.2
2015-02-04,226.580002,12495299,55147.40440332417,0.11,1268.5,1962.79,1098.3
2015-02-05,216.520004,9055713,41823.90925874914,0.11,1259.25,1952.84,1089.2
2015-02-06,222.960007,11628519,52155.17866394757,0.11,1241.0,1955.52,1089.2
2015-02-07,227.67999300000002,9046632,39733.97873391536,0.11,1241.0,1955.52,1089.2
2015-02-08,223.669998,6564922,29350.92796844394,0.11,1241.0,1955.52,1089.2
2015-02-09,220.33999599999999,20192733,91643.5207705096,0.11,1238.5,1947.0,1088.3
2015-02-10,219.669998,18877297,85934.79843342103,0.11,1234.5,1935.86,1097.0
2015-02-11,218.830002,15909377,72701.99174974188,0.11,1223.75,1945.7,1090.8
2015-02-12,221.789993,11084499,49977.45322080424,0.11,1222.5,1941.63,1096.9
2015-02-13,236.169998,26243104,111119.55041808487,0.11,1232.5,1957.5,1107.5
2015-02-14,258.640015,33313626,128803.06243409397,0.11,1232.5,1957.5,1107.5
2015-02-15,233.270004,43921119,188284.46969975616,0.11,1232.5,1957.5,1107.5
2015-02-16,235.830002,27187677,115285.06453559712,0.11,1229.25,1958.23,1098.4
2015-02-17,243.19999700000002,27926884,114830.93891650006,0.11,1209.5,1961.45,1098.7
2015-02-18,235.19999700000002,23813015,101245.8133662306,0.11,1206.0,1961.45,1098.7
2015-02-19,241.919998,15852470,65527.736983529576,0.11,1209.5,1961.45,1098.7
2015-02-20,244.520004,20434846,83571.26478699059,0.11,1208.25,1961.45,1098.7
2015-02-21,244.41000400000001,10570761,43250.11589951121,0.11,1208.25,1961.45,1098.7
2015-02-22,235.729996,18107359,76813.97915944477,0.11,1208.25,1961.45,1098.7
2015-02-23,238.82000699999998,14856549,62208.14238565868,0.11,1204.5,1968.39,1101.3
2015-02-24,238.88999900000002,10787951,45158.65479994413,0.11,1192.5,1976.12,1109.8
2015-02-25,237.330002,9092357,38311.030730956634,0.11,1204.75,1990.47,1108.6
2015-02-26,236.52999900000003,12064967,51008.189451689796,0.11,1208.25,1993.08,1102.5
2015-02-27,253.47000099999997,42282820,166815.87498790442,0.11,1214.0,1985.8,1099.2
2015-02-28,254.059998,9999594,39359.18318002978,0.11,1214.0,1985.8,1099.2
2015-03-01,257.940002,12964061,50259.98642893707,0.11,1214.0,1985.8,1099.2
2015-03-02,273.75,21562624,78767.57625570777,0.11,1212.5,1996.81,1099.5
2015-03-03,280.649994,45650597,162660.245772177,0.11,1212.75,2001.38,1102.5
2015-03-04,271.920013,38656923,142162.84624846646,0.11,1199.5,1998.29,1100.0
2015-03-05,275.230011,33599454,122077.72647293177,0.11,1202.0,1998.38,1096.5
2015-03-06,272.559998,27014943,99115.58261751969,0.11,1175.75,2012.94,1100.1
2015-03-07,274.910004,16708000,60776.25316247131,0.11,1175.75,2012.94,1100.1
2015-03-08,274.48999,13902830,50649.67942911143,0.11,1175.75,2012.94,1100.1
2015-03-09,290.019989,43259194,149159.35328857624,0.11,1168.5,1992.82,1099.5
2015-03-10,291.369995,46657647,160131.95524817164,0.11,1162.0,1984.77,1110.3
2015-03-11,295.600006,23542829,79644.21015607151,0.11,1150.0,1980.83,1119.5
2015-03-12,293.850006,31607747,107564.22104684252,0.11,1152.25,1970.59,1126.6
2015-03-13,287.209991,28288614,98494.533221165,0.11,1152.0,1985.79,1130.9
2015-03-14,281.600006,21495879,76334.79595877565,0.11,1152.0,1985.79,1130.9
2015-03-15,284.880005,11238833,39451.11205681143,0.11,1152.0,1985.79,1130.9
2015-03-16,290.410004,19355605,66649.2363672155,0.11,1150.75,1987.33,1125.6
2015-03-17,285.380005,18775700,65791.9254013609,0.11,1150.75,2029.91,1133.9
2015-03-18,255.919998,55391241,216439.67424538665,0.11,1147.25,2028.45,1130.1
2015-03-19,260.929993,46525086,178304.86049183313,0.11,1166.0,2037.89,1126.6
2015-03-20,261.77999900000003,13853175,52919.149869811095,0.11,1183.1,2037.24,1114.0
2015-03-21,259.709991,13413360,51647.45471805896,0.11,1183.1,2037.24,1114.0
2015-03-22,268.570007,14980752,55779.69099133248,0.11,1183.1,2037.24,1114.0
2015-03-23,265.459991,21749937,81933.01340087818,0.11,1186.25,2036.59,1121.7
2015-03-24,246.72000099999997,38033136,154155.05774094095,0.11,1191.5,2041.37,1115.9
2015-03-25,246.36999500000002,32092197,130260.16824816674,0.11,1195.6,2042.81,1107.1
2015-03-26,248.020004,22412560,90365.93677339026,0.11,1203.15,2022.56,1102.7
2015-03-27,247.210007,15543779,62876.8195455777,0.11,1195.75,2019.8,1104.2
2015-03-28,252.020004,13890988,55118.59288757094,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,242.080002,18971340,78368.0594979506,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-29,246.789993,20963830,84946.0293959326,0.11,1195.75,2019.8,1104.2
2015-03-30,244.149994,18515676,75837.29860751092,0.11,1185.5,2030.04,1104.3
2015-03-31,246.24000499999997,16412525,66652.55306504726,0.11,1187.0,2041.03,1105.0
2015-04-01,252.600006,20354036,80578.12951912599,0.12,1197.0,2028.45,1109.4
2015-04-02,254.479996,18264452,71771.66098352187,0.12,1198.5,2029.07,1103.8
2015-04-03,252.88999900000002,7805160,30863.853971544362,0.12,1198.5,2045.42,1098.0
2015-04-04,259.640015,11277271,43434.25646466705,0.12,1198.5,2045.42,1098.0
2015-04-05,254.97000099999997,11857398,46505.071002451,0.12,1198.5,2045.42,1098.0
2015-04-06,252.97000099999997,11401051,45068.78663450692,0.12,1198.5,2046.43,1094.6
2015-04-07,244.57000699999998,25401433,103861.60311145594,0.12,1211.0,2047.03,1086.0
2015-04-08,243.32000699999998,16846896,69237.61102801547,0.12,1207.25,2059.26,1089.7
2015-04-09,234.729996,23728422,101088.15406787636,0.12,1194.8,2058.87,1093.4
2015-04-10,236.479996,12319489,52095.26897996057,0.12,1207.35,2087.76,1093.9
2015-04-11,235.850006,7814533,33133.48654313793,0.12,1207.35,2087.76,1093.9
2015-04-12,223.58999599999999,23982950,107263.07271815508,0.12,1207.35,2087.76,1093.9
2015-04-13,217.99000499999997,25315606,116131.95751796053,0.12,1198.9,2098.92,1094.6
2015-04-14,222.97000099999997,17099352,76689.02508548673,0.12,1194.75,2111.72,1096.6
2015-04-15,227.979996,19315044,84722.53855114551,0.12,1192.9,2119.96,1096.8
2015-04-16,222.58999599999999,15015559,67458.37310675903,0.12,1204.35,2139.9,1096.0
2015-04-17,223.350006,8152434,36500.71090662966,0.12,1203.35,2143.5,1089.0
2015-04-18,223.020004,7984589,35802.12024388628,0.12,1203.35,2143.5,1089.0
2015-04-19,224.24000499999997,10082693,44963.84576873338,0.12,1203.35,2143.5,1089.0
2015-04-20,233.729996,15658818,66995.32908904,0.12,1196.5,2146.71,1085.1
2015-04-21,233.77999900000003,18280060,78193.43005472422,0.12,1195.3,2144.79,1082.7
2015-04-22,235.399994,9982620,42407.052907571444,0.12,1189.25,2143.89,1083.5
2015-04-23,231.08999599999999,16221169,70194.16366254124,0.12,1185.75,2173.41,1081.8
2015-04-24,226.13999900000002,10015666,44289.6703117081,0.12,1183.0,2159.8,1083.2
2015-04-25,218.69999700000002,22088733,101000.15227709398,0.12,1183.0,2159.8,1083.2
2015-04-26,228.960007,27696437,120966.26551902578,0.12,1183.0,2159.8,1083.2
2015-04-27,225.809998,14896418,65968.81507434405,0.12,1200.0,2157.54,1079.0
2015-04-28,225.419998,13743340,60967.705269875834,0.12,1209.0,2147.67,1074.5
2015-04-29,235.770004,26242196,111304.21832626342,0.12,1209.0,2142.63,1070.9
2015-04-30,233.210007,14178420,60796.790765500904,0.12,1180.25,2127.17,1068.1
2015-05-01,235.33999599999999,8703582,36983.012441285166,0.12,1175.95,2127.17,1068.1
2015-05-02,239.99000499999997,13389153,55790.460940237914,0.12,1175.95,2127.17,1068.1
2015-05-03,238.97000099999997,16599243,69461.61832254418,0.12,1175.95,2127.17,1068.1
2015-05-04,235.82000699999998,18333196,77742.3265872433,0.12,1175.95,2132.23,1069.5
2015-05-05,230.02999900000003,24127653,104889.15839190173,0.12,1197.0,2132.23,1069.5
2015-05-06,237.729996,21315971,89664.62524148614,0.12,1194.25,2104.58,1080.5
2015-05-07,243.74000499999997,21226000,87084.59655607212,0.12,1187.0,2091.0,1081.0
2015-05-08,241.399994,15281109,63302.027256885514,0.12,1186.0,2085.52,1086.6
2015-05-09,239.960007,10634289,44316.922361149955,0.12,1186.0,2085.52,1086.6
2015-05-10,241.809998,13819530,57150.36646251492,0.12,1186.0,2085.52,1086.6
2015-05-11,241.580002,9712214,40202.888979196214,0.12,1189.25,2097.38,1091.3
2015-05-12,236.38000499999998,20329395,86003.02297142266,0.12,1191.5,2096.77,1089.9
2015-05-13,236.899994,16833656,71058.06849450574,0.12,1210.5,2114.16,1096.2
2015-05-14,237.19999700000002,10932777,46090.96601295488,0.12,1225.0,2120.33,1094.9
2015-05-15,236.229996,6415070,27156.03483310392,0.12,1220.5,2106.5,1093.6
2015-05-16,236.30000299999998,6738302,28515.877759002826,0.12,1220.5,2106.5,1093.6
2015-05-17,232.63999900000002,12516261,53800.98458477039,0.12,1220.5,2106.5,1093.6
2015-05-18,232.020004,9550029,41160.369086106904,0.12,1223.5,2113.72,1089.2
2015-05-19,233.960007,11626735,49695.39516213128,0.12,1214.3,2120.85,1085.5
2015-05-20,235.38000499999998,10114419,42970.59556949198,0.12,1210.5,2139.54,1090.9
2015-05-21,240.36999500000002,17630641,73347.92763963738,0.12,1205.0,2122.81,1095.2
2015-05-22,238.940002,8659651,36241.94746595842,0.12,1204.1,2146.1,1094.4
2015-05-23,240.979996,7278251,30202.71856922099,0.12,1204.1,2146.1,1094.4
2015-05-24,237.41000400000001,6301300,26541.84698973342,0.12,1204.1,2146.1,1094.4
2015-05-25,237.83999599999999,8842430,37178.061506526436,0.12,1204.1,2146.1,1094.4
2015-05-26,237.289993,11445501,48234.23379678721,0.12,1185.4,2143.5,1090.8
2015-05-27,237.32000699999998,8508673,35853.16344609749,0.12,1185.85,2107.5,1098.4
2015-05-28,237.02999900000003,9241377,38988.216845919145,0.12,1185.0,2110.89,1107.0
2015-05-29,233.22000099999997,9738568,41757.00179334105,0.12,1191.4,2114.8,1108.0
2015-05-30,229.83999599999999,9036624,39317.02122027535,0.12,1191.4,2114.8,1108.0
2015-05-31,223.13999900000002,19658919,88101.27761988562,0.12,1191.4,2114.8,1108.0
2015-06-01,225.74000499999997,13666049,60538.888532407014,0.13,1199.9,2102.37,1107.6
2015-06-02,225.58999599999999,12279838,54434.31986230454,0.13,1192.8,2078.64,1111.6
2015-06-03,224.22000099999997,9934190,44305.547924781255,0.13,1190.0,2063.16,1114.5
2015-06-04,225.289993,12703848,56388.86943371692,0.13,1176.0,2072.86,1106.0
2015-06-05,224.74000499999997,5074897,22581.191096796498,0.13,1164.6,2068.1,1109.9
2015-06-06,223.47000099999997,9097310,40709.31202976099,0.13,1164.6,2068.1,1109.9
2015-06-07,228.57000699999998,16824026,73605.57153065145,0.13,1164.6,2068.1,1109.9
2015-06-08,229.559998,12617632,54964.41936717564,0.13,1172.8,2065.19,1112.1
2015-06-09,228.789993,9556657,41770.43267797119,0.13,1177.4,2064.03,1121.5
2015-06-10,229.88000499999998,8745318,38042.969417892615,0.13,1188.5,2051.32,1119.3
2015-06-11,230.460007,9406856,40817.73719637178,0.13,1178.5,2056.61,1117.3
2015-06-12,232.479996,8803491,37867.735510456565,0.13,1182.8,2052.17,1110.4
2015-06-13,233.75,7700053,32941.40320855615,0.13,1182.8,2052.17,1110.4
2015-06-14,237.0,15006949,63320.45991561181,0.13,1182.8,2052.17,1110.4
2015-06-15,249.82000699999998,29956654,119912.94996641323,0.13,1181.4,2042.32,1111.9
2015-06-16,247.38000499999998,30652977,123910.48743005726,0.13,1177.75,2028.72,1116.2
2015-06-17,248.440002,19421567,78174.07359383293,0.13,1178.0,2034.86,1117.3
2015-06-18,244.13000499999998,20914718,85670.41154978062,0.13,1201.85,2041.88,1117.6
2015-06-19,244.979996,12470598,50904.556305078884,0.13,1203.4,2046.96,1109.9
2015-06-20,244.100006,6140997,25157.70933655774,0.13,1203.4,2046.96,1109.9
2015-06-21,247.460007,11713076,47333.20806864763,0.13,1203.4,2046.96,1109.9
2015-06-22,243.75999500000003,9432470,38695.7260973032,0.13,1185.5,2055.16,1104.0
2015-06-23,240.559998,11415709,47454.72686610182,0.13,1178.0,2081.2,1099.9
2015-06-24,242.559998,9791297,40366.495220699995,0.13,1173.75,2085.53,1104.1
2015-06-25,242.94999700000002,9112156,37506.302171306466,0.13,1172.65,2085.06,1108.4
2015-06-26,250.729996,13525813,53945.73132765495,0.13,1170.5,2090.26,1109.6
2015-06-27,248.88000499999998,9955671,40001.891674664665,0.13,1170.5,2090.26,1109.6
2015-06-28,256.97000099999997,23504772,91468.9337608712,0.13,1170.5,2090.26,1109.6
2015-06-29,264.119995,30621602,115938.2196717064,0.13,1176.0,2060.49,1115.1
2015-06-30,257.619995,17316801,67218.38885215411,0.13,1171.0,2074.2,1124.1
2015-07-01,254.88000499999998,11560214,45355.51543166362,0.13,1168.0,2097.89,1118.3
2015-07-02,255.399994,9335969,36554.303912787094,0.13,1165.25,2107.33,1118.5
2015-07-03,260.549988,8502000,32630.974444719606,0.13,1167.95,2104.41,1123.2
2015-07-04,270.140015,12906220,47776.03939942033,0.13,1167.95,2104.41,1123.2
2015-07-05,269.079987,14242625,52930.82238776828,0.13,1167.95,2104.41,1123.2
2015-07-06,266.209991,11104556,41713.52081222226,0.13,1166.0,2053.93,1120.1
2015-07-07,268.640015,12157995,45257.57266652922,0.13,1156.25,2040.29,1126.3
2015-07-08,269.140015,13058350,48518.797920108605,0.13,1158.5,2016.21,1129.6
2015-07-09,283.619995,33254590,117250.5133144791,0.13,1164.25,2027.81,1135.7
2015-07-10,291.97000099999997,13584989,46528.71511960573,0.13,1159.3,2031.17,1136.2
2015-07-11,310.440002,36866127,118754.43487466541,0.13,1159.3,2031.17,1136.2
2015-07-12,290.350006,42741263,147206.0000577372,0.13,1159.3,2031.17,1136.2
2015-07-13,286.959991,17635928,61457.79395427985,0.13,1154.0,2061.52,1130.0
2015-07-14,283.420013,17274148,60948.93517628905,0.13,1157.4,2059.23,1131.5
2015-07-15,276.589996,34155564,123488.067153376,0.13,1147.4,2072.91,1139.4
2015-07-16,279.619995,17217352,61574.108818648674,0.13,1144.4,2087.89,1141.5
2015-07-17,274.049988,15358107,56041.26134827636,0.13,1132.8,2076.79,1148.4
2015-07-18,273.179993,8322466,30465.137320652906,0.13,1132.8,2076.79,1148.4
2015-07-19,277.679993,12900609,46458.54697929209,0.13,1132.8,2076.79,1148.4
2015-07-20,275.089996,13667891,49685.161942421204,0.13,1104.6,2073.31,1146.3
2015-07-21,276.459991,11596311,41945.71141398901,0.13,1105.6,2083.62,1151.9
2015-07-22,275.519989,9870635,35825.476894890555,0.13,1088.6,2064.73,1158.4
2015-07-23,288.369995,21095041,73152.69052177221,0.13,1097.4,2065.07,1152.6
2015-07-24,288.73999,12024889,41646.08096024385,0.13,1080.8,2045.96,1162.3
