date,close,vol_usd,vol_btc
2014-02-15,371.070007,18299075,49314.34676691615
2014-02-16,299.799988,26267622,87617.15494131374
2014-02-17,272.27999900000003,16532226,60717.73931510848
2014-02-18,293.950012,14130126,48069.82623970772
2014-02-19,261.52999900000003,8618299,32953.38597083847
2014-02-20,111.91999799999999,16608347,148394.81144379577
2014-02-21,111.559998,10115923,90676.97365860477
2014-02-22,255.58999599999999,11838225,46317.24709600919
2014-02-23,310.170013,11158706,35976.095471227905
2014-02-24,174.0,17929284,103041.86206896552
2014-02-25,135.779999,3993023,29408.035273295296
2014-02-26,593.1400150000001,383571,646.6786767033412
2014-02-27,596.48999,322887,541.3116823636889
2014-02-28,573.9400019999999,321170,559.5881083054393
2014-03-01,557.3900150000001,250331,449.1128173510607
2014-03-02,544.5599980000001,469498,862.1602793527261
2014-03-03,662.179993,794976,1200.5436715150047
2014-03-04,661.849976,947328,1431.3334356002154
2014-03-05,658.299988,855787,1299.9954665045504
2014-03-06,648.26001,1367401,2109.3403555773866
2014-03-07,616.72998,1498290,2429.4100312749515
2014-03-08,609.210022,1335982,2192.9744287758945
2014-03-09,627.049988,1209993,1929.659553713284
2014-03-10,612.969971,1648979,2690.1464639611195
2014-03-11,608.6900019999999,1520733,2498.370262372077
2014-03-12,619.429993,2022394,3264.9274701814447
2014-03-13,625.039978,2168407,3469.2292914422187
2014-03-14,614.030029,2514218,4094.617333446407
2014-03-15,624.030029,2168732,3475.3648049203093
2014-03-16,619.1400150000001,2055390,3319.749895344755
2014-03-17,606.380005,2227123,3672.8173449584638
2014-03-18,598.929993,2234320,3730.5194699107346
2014-03-19,594.960022,2164735,3638.4545514891756
2014-03-20,565.98999,2471474,4366.639063704995
2014-03-21,549.599976,2173864,3955.3567957215487
2014-03-22,564.340027,2078360,3682.8151478966424
2014-03-23,551.159973,2286135,4147.861078438655
2014-03-24,567.5599980000001,2024402,3566.851094393019
2014-03-25,562.8900150000001,2172190,3858.995438034195
2014-03-26,562.450012,2087611,3711.6382886662645
2014-03-27,460.450012,2010894,4367.23628535816
2014-03-28,482.60998499999994,2022261,4190.259345753073
2014-03-29,477.10998499999994,2087784,4375.896681349061
2014-03-30,446.920013,1769770,3959.925598588041
2014-03-30,444.660004,1850592,4161.813483004421
2014-03-31,463.450012,1845836,3982.8157346126036
2014-04-01,424.369995,2004152,4722.652458027811
2014-04-02,436.30999800000006,1708540,3915.885512208684
2014-04-03,444.35998499999994,1127311,2536.9318526734583
2014-04-04,456.630005,529964,1160.5982835052637
2014-04-05,455.69000199999994,1644846,3609.572281114037
2014-04-06,462.380005,1847982,3996.6736883442873
2014-04-07,466.55999800000006,1839605,3942.911968205212
2014-04-08,457.339996,1809262,3956.0546110644564
2014-04-09,384.630005,1547153,4022.444894802214
2014-04-10,435.14001500000006,2175242,4998.947292861585
2014-04-11,437.64999400000005,2293511,5240.514181293464
2014-04-12,427.60000599999995,2143146,5012.034541458824
2014-04-13,478.380005,3546258,7413.05648842911
2014-04-14,526.429993,3945871,7495.528470012537
2014-04-15,536.950012,4192651,7808.27061421129
2014-04-16,502.0,4097576,8162.501992031873
2014-04-17,485.51998899999995,4112826,8470.971521627713
2014-04-18,506.01998899999995,4154929,8210.997767521
2014-04-19,498.51000999999997,3879198,7781.5849675716645
2014-04-20,495.160004,3688692,7449.495052512359
2014-04-21,487.910004,2824567,5789.114748301
2014-04-22,487.299988,2340457,4802.9079779086715
2014-04-23,500.290009,2075376,4148.3458847166385
2014-04-24,464.48999000000003,3000226,6459.183329225243
2014-04-25,457.869995,3157540,6896.149637409631
2014-04-26,443.17999299999997,3154922,7118.827676862209
2014-04-27,441.920013,2004954,4536.9160504618285
2014-04-28,446.119995,1670352,3744.176496729316
2014-04-29,445.630005,1831533,4109.985816596887
2014-04-30,460.130005,1915772,4163.545039841512
2014-05-01,453.670013,1532239,3377.4306348081245
2014-05-02,438.64999400000005,1143291,2606.3855366198864
2014-05-03,436.049988,1470650,3372.663778172149
2014-05-04,430.869995,1328247,3082.709437680848
2014-05-05,432.19000199999994,1809731,4187.350451480366
2014-05-06,446.549988,2209759,4948.514297127246
2014-05-07,441.10998499999994,1134338,2571.5536681854983
2014-05-08,445.450012,1013830,2275.9680608112767
2014-05-09,451.89999400000005,210112,464.9524292757569
2014-05-10,433.23001100000005,845213,1950.9567170774785
2014-05-11,438.209991,610287,1392.6816196210368
2014-05-12,433.920013,1164049,2682.6349675648635
2014-05-13,442.630005,978031,2209.590377859721
2014-05-14,448.10000599999995,989003,2207.103295597814
2014-05-15,453.630005,799913,1763.359987618103
2014-05-16,452.790009,776390,1714.6800604427647
2014-05-17,450.14001500000006,653912,1452.6857826669773
2014-05-18,443.89999400000005,602742,1357.8328635886396
2014-05-19,484.57000700000003,883359,1822.9749824363355
2014-05-20,488.839996,689104,1409.6718878133695
2014-05-21,515.3599849999999,1589075,3083.427208652997
2014-05-22,518.090027,1457339,2812.9068772829323
2014-05-23,520.460022,1492790,2868.2126136481625
2014-05-24,570.4400019999999,1037758,1819.2237507214652
2014-05-25,582.01001,1712997,2943.2431926729237
2014-05-26,570.099976,1947436,3415.955239401729
2014-05-27,570.840027,2054559,3599.1852407364563
2014-05-28,564.419983,2121556,3758.825101697365
2014-05-29,612.349976,3688564,6023.620714569931
2014-05-30,627.909973,2738340,4361.039189928585
2014-05-31,649.789978,2322782,3574.665782241412
2014-06-01,655.48999,2650871,4044.1059977132522
2014-06-02,669.429993,2883100,4306.798365994337
2014-06-03,638.929993,3601867,5637.342180616649
2014-06-04,660.179993,1825395,2764.995939524026
2014-06-05,650.409973,3978265,6116.549814958018
2014-06-06,651.669983,1298892,1993.1745114612713
2014-06-07,651.049988,2167689,3329.5277474146887
2014-06-08,644.349976,2126014,3299.4709074063812
2014-06-09,655.619995,2340867,3570.463100351294
2014-06-10,642.950012,2491455,3875.0368667852204
2014-06-11,597.130005,2928622,4904.496467230783
2014-06-12,610.349976,4612164,7556.589139605373
2014-06-13,583.419983,2985483,5117.210734963804
2014-06-14,582.289978,2272289,3902.332318692251
2014-06-15,599.080017,2403694,4012.3087597495346
2014-06-16,605.090027,1820590,3008.791946260255
2014-06-17,606.210022,2037434,3360.9375069025173
2014-06-18,600.169983,3433287,5720.524346849916
2014-06-19,590.75,1312852,2222.3478628861617
2014-06-20,597.039978,1373722,2300.88779750022
2014-06-21,603.619995,1240859,2055.6956533555517
2014-06-22,591.169983,1594834,2697.7587595140126
2014-06-23,588.77002,1840620,3126.2121668491204
2014-06-24,568.450012,1797681,3162.4258282186474
2014-06-25,582.700012,2401035,4120.5336374697035
2014-06-26,602.22998,2015064,3346.00412951876
2014-06-27,597.5599980000001,1778752,2976.6918902760954
2014-06-28,601.0599980000001,1736172,2888.5169629937673
2014-06-29,635.1400150000001,2394861,3770.6032424992145
2014-06-30,643.1900019999999,2675353,4159.506509244527
2014-07-01,645.719971,3099761,4800.472556547272
2014-07-02,638.030029,2580980,4045.232798909532
2014-07-03,623.960022,2291612,3672.6904275928114
2014-07-04,622.960022,2034965,3266.606087284362
2014-07-05,626.650024,1698242,2710.0326098447576
2014-07-06,613.599976,1590944,2592.8032304877406
2014-07-07,615.320007,2004899,3258.302959747577
2014-07-08,623.0,1920482,3082.6356340288926
2014-07-09,618.3900150000001,2253171,3643.6083140831433
2014-07-10,632.900024,1969199,3111.3903070416063
2014-07-11,635.900024,2179286,3427.089035618593
2014-07-12,628.030029,1082830,1724.1691479691967
2014-07-13,618.320007,1601572,2590.199220255863
2014-07-14,619.599976,2310446,3728.931713192965
2014-07-15,614.799988,1873008,3046.5322650591856
2014-07-16,626.580017,1833775,2926.641371009443
2014-07-17,627.469971,2109225,3361.475604383943
2014-07-18,627.039978,2505181,3995.2492470902707
2014-07-19,620.97998,1442853,2323.5096886698348
2014-07-20,625.130005,1596614,2554.0511369311093
2014-07-21,622.530029,2068876,3323.3352667715244
2014-07-22,621.6900019999999,1372935,2208.391635032278
2014-07-23,601.869995,2896094,4811.826514129517
2014-07-24,600.5,3592179,5981.980016652789
2014-07-25,596.0,2095634,3516.1644295302012
2014-07-26,595.030029,2118021,3559.5195146025144
2014-07-27,587.929993,1391966,2367.5709975218087
2014-07-28,585.77002,3962906,6765.2933142600905
2014-07-29,564.6400150000001,2397473,4246.0203604237995
2014-07-30,589.52002,2057947,3490.885686969545
2014-07-31,598.780029,5356663,8945.961355701795
2014-08-01,591.719971,1278807,2161.169239968073
2014-08-02,588.9400019999999,752201,1277.2115961652746
2014-08-03,592.77002,2047890,3454.779983643572
2014-08-04,588.76001,2429310,4126.146407260235
2014-08-05,589.77002,1785940,3028.197330206781
2014-08-06,592.799988,1485017,2505.08945691814
2014-08-07,595.849976,1873039,3143.474155313216
2014-08-08,589.52002,843722,1431.201607029393
2014-08-09,592.0599980000001,796584,1345.4447229856592
2014-08-10,575.8900150000001,1512262,2625.9562774325923
2014-08-11,567.659973,1894843,3337.9894481304214
2014-08-12,542.099976,2659458,4905.844157425309
2014-08-13,504.799988,5608470,11110.281563635854
2014-08-14,496.450012,2407799,4850.033118742275
2014-08-15,522.01001,1956441,3747.899393730017
2014-08-16,485.5,1584568,3263.7857878475797
2014-08-17,462.17999299999997,2991012,6471.530670519527
2014-08-18,485.119995,2458098,5066.989663042027
2014-08-19,516.780029,2965577,5738.567346997846
2014-08-20,517.9400019999999,2974478,5742.900699915433
2014-08-21,516.099976,3116862,6039.26011420702
2014-08-22,497.67999299999997,1596652,3208.190046731495
2014-08-23,509.709991,1294320,2539.326328410149
2014-08-24,502.92999299999997,1409621,2802.8175285223047
2014-08-25,512.5599980000001,1831000,3572.2647244118334
2014-08-26,515.22998,1982424,3847.648772301643
2014-08-27,510.75,2307082,4517.047479197259
2014-08-28,512.5599980000001,1876846,3661.7098628910167
2014-08-29,505.959991,1337420,2643.331535674725
2014-08-30,481.77999900000003,2982601,6190.794566380494
2014-08-31,477.19000199999994,3261178,6834.128934662802
2014-09-01,478.94000199999994,3291738,6872.9652696664925
2014-09-02,480.040009,3018772,6288.584166741818
2014-09-03,490.98999000000003,4345165,8849.803638562977
2014-09-04,483.64999400000005,3013185,6230.0941535833035
2014-09-05,484.47000099999997,1883095,3886.917654577337
2014-09-06,485.75,1755360,3613.7107565620177
2014-09-07,475.69000199999994,3948928,8301.473613902022
2014-09-08,474.89999400000005,3529051,7431.145598203565
2014-09-09,479.700012,4058785,8461.090053089263
2014-09-10,478.48999000000003,3086920,6451.378429045088
2014-09-11,477.73001100000005,2514548,5263.533674044187
2014-09-12,478.170013,2569793,5374.224502028738
2014-09-13,477.73999000000003,2031789,4252.917994158286
2014-09-14,477.709991,2753462,5763.877774957401
2014-09-15,466.75,3139554,6726.4145688269955
2014-09-16,461.089996,3522262,7638.99028509827
2014-09-17,424.26000999999997,3946908,9303.040369041617
2014-09-18,397.670013,6062707,15245.572464122408
2014-09-19,411.52999900000003,5919676,14384.555231415825
2014-09-20,401.619995,4229727,10531.66439086281
2014-09-21,404.089996,5531782,13689.48020183108
2014-09-22,436.85998499999994,7490861,17147.052275799535
2014-09-23,423.76998899999995,9217984,21752.328478362353
2014-09-24,412.290009,6143388,14900.647277145152
2014-09-25,404.459991,4966479,12279.283762333862
2014-09-26,399.019989,3950428,9900.326071133242
2014-09-27,379.079987,5453338,14385.718547573972
2014-09-28,376.769989,7924759,21033.4135715889
2014-09-29,388.170013,6520432,16797.8766561754
2014-09-30,382.839996,6892843,18004.500762767744
2014-10-01,375.140015,5471103,14584.162662572799
2014-10-02,363.450012,6278574,17274.931332235035
2014-10-03,335.320007,8050734,24009.10721679664
2014-10-04,322.859985,9512572,29463.459214371207
2014-10-05,331.549988,13642089,41146.40173052879
2014-10-06,331.649994,10076018,30381.4810260482
2014-10-07,350.869995,7413499,21128.905593651572
2014-10-08,360.910004,13020038,36075.580769991626
2014-10-09,361.709991,10394856,28738.09476830293
2014-10-10,361.22000099999997,5049013,13977.667310841962
2014-10-11,373.170013,4077867,10927.638497040758
2014-10-12,387.320007,8935310,23069.580291523645
2014-10-13,397.100006,11549913,29085.65304831549
2014-10-14,393.170013,8867207,22553.11113973486
2014-10-15,379.769989,7999668,21064.508075175996
2014-10-16,380.480011,6324477,16622.36337561502
2014-10-17,390.880005,3657801,9357.861628148516
2014-10-18,387.27999900000003,2088508,5392.759774304792
2014-10-19,380.390015,4075710,10714.555690953139
2014-10-20,382.350006,3745779,9796.72797494346
2014-10-21,378.929993,4064736,10726.878513414482
2014-10-22,355.77999900000003,6999640,19674.068299719118
2014-10-23,355.100006,7185001,20233.739449725606
2014-10-24,346.72000099999997,4929757,14218.265418152212
2014-10-25,348.670013,4076756,11692.304608942668
2014-10-27,350.089996,3777108,10788.962961398074
2014-10-28,351.059998,3372185,9605.722723213825
2014-10-29,335.119995,4259966,12711.763140244735
2014-10-30,344.859985,5522262,16013.055269372584
2014-10-31,337.869995,4814121,14248.44191920623
2014-11-01,325.429993,4540440,13952.125181037016
2014-11-02,322.549988,3878749,12025.26474749086
2014-11-03,324.23999,4435458,13679.552605463627
2014-11-04,327.959991,4955240,15109.282034344244
2014-11-05,338.01001,5342189,15804.824833442062
2014-11-06,347.670013,5388972,15500.249657712067
2014-11-07,341.869995,5215262,15255.10303997284
2014-11-08,343.540009,2834855,8251.891848789
2014-11-09,362.040009,4466556,12337.18895416335
2014-11-10,367.149994,8387025,22843.59291042233
2014-11-11,365.420013,5817809,15920.882253375652
2014-11-12,432.02999900000003,15737081,36425.89874875795
2014-11-13,428.72000099999997,25304725,59023.896578130494
2014-11-14,396.52999900000003,14250930,35939.09675419034
2014-11-15,374.859985,5185270,13832.551372481115
2014-11-16,385.609985,5497204,14255.865288343091
2014-11-17,384.690002,10942934,28446.109706797113
2014-11-18,379.160004,10404772,27441.63912394093
2014-11-19,381.429993,7592152,19904.44416886744
2014-11-20,357.299988,8084810,22627.512654716353
2014-11-21,351.769989,8291129,23569.74517232054
2014-11-22,352.01001,4632290,13159.540548292929
2014-11-23,365.850006,4504560,12312.586923942814
2014-11-24,378.850006,9244691,24401.981928436344
2014-11-25,376.429993,17405251,46237.68382876972
2014-11-26,365.350006,8916241,24404.65540870964
2014-11-27,368.829987,5144146,13947.201098917154
2014-11-28,377.589996,16118258,42687.195558009436
2014-11-29,376.27999900000003,31983637,84999.56703784301
2014-11-30,374.929993,4269105,11386.405674938895
2014-12-01,378.609985,7481865,19761.40433802875
2014-12-02,380.640015,9664274,25389.53767117732
2014-12-03,376.959991,8950322,23743.426925113654
2014-12-04,369.839996,9521316,25744.41948674475
2014-12-05,377.630005,11251853,29795.971853454812
2014-12-06,376.26001,4181319,11112.844545982975
2014-12-07,376.47000099999997,3334332,8856.833190275898
2014-12-08,364.950012,8506201,23307.852364175287
2014-12-09,352.190002,15529628,44094.46012609977
2014-12-10,347.940002,9535221,27404.785150285767
2014-12-11,347.679993,18063629,51954.75541786495
2014-12-12,353.399994,9490205,26854.00441744207
2014-12-13,348.23999,6837218,19633.638284908062
2014-12-14,349.350006,4328238,12389.402964544388
2014-12-15,345.369995,7746836,22430.54148348932
2014-12-16,330.22000099999997,13001054,39370.88595672314
2014-12-17,320.019989,19834674,61979.48466275336
2014-12-18,310.339996,18932813,61006.68055689477
2014-12-19,317.77999900000003,13119110,41283.62402065461
2014-12-20,330.350006,9768954,29571.52663106051
2014-12-21,322.630005,6746131,20909.806575491948
2014-12-22,330.839996,11694687,35348.4679645565
2014-12-23,335.25,8057502,24034.308724832215
2014-12-24,322.399994,7112691,22061.697060701557
2014-12-25,318.98999,4926116,15442.85449207983
2014-12-26,329.980011,7518851,22785.777166362965
2014-12-27,315.339996,6940336,22009.057170153577
2014-12-28,316.52999900000003,6482718,20480.580104510092
2014-12-29,314.119995,6457547,20557.580232993445
2014-12-30,311.269989,7163083,23012.443387210067
2014-12-31,318.23999,6472822,20339.436285175852
2015-01-01,314.890015,4073067,12934.887757555602
2015-01-02,315.209991,4673971,14828.118186139602
2015-01-03,287.130005,14209564,49488.25881154427
2015-01-04,264.72000099999997,24255392,91626.59379107514
2015-01-05,274.839996,14995382,54560.406848499595
2015-01-06,282.269989,6097640,21602.154807892097
2015-01-07,291.339996,8827164,30298.497017896578
2015-01-08,282.690002,5796312,20504.128051900472
2015-01-09,287.97000099999997,5963203,20707.722954794866
2015-01-10,273.350006,4147357,15172.331841836505
2015-01-11,264.769989,4122751,15571.066099942316
2015-01-12,269.329987,6899315,25616.586837766416
2015-01-13,221.289993,22745960,102788.01897743292
2015-01-14,164.919998,32911586,199560.91680282462
2015-01-15,209.77999900000003,25672423,122377.83927151223
2015-01-16,206.919998,13208882,63835.69557158028
2015-01-17,199.649994,8685194,43502.09998002805
2015-01-18,210.61999500000002,8429486,40022.249549478904
2015-01-19,215.86999500000002,6744459,31243.151694148135
2015-01-20,210.55000299999998,7926400,37646.16427006178
2015-01-21,228.169998,9390361,41155.10839422455
2015-01-22,232.69999700000002,12508308,53752.935802573294
2015-01-23,232.169998,8855407,38141.909274599726
2015-01-24,248.16000400000001,8011743,32284.58603667656
2015-01-25,252.08999599999999,12509649,49623.742308282635
2015-01-26,269.179993,29806496,110730.725815867
2015-01-27,263.269989,13130803,49875.806391286016
2015-01-28,236.169998,15880595,67242.22015702435
2015-01-29,233.99000499999997,12723448,54376.03200187974
2015-01-30,231.83999599999999,11316575,48812.004810421065
2015-01-31,218.50999500000003,9645307,44141.26227955842
2015-02-01,225.289993,9058010,40206.00240331136
2015-02-02,238.86000099999998,8965813,37535.84929441577
2015-02-03,227.41000400000001,15000263,65961.31540457648
2015-02-04,226.580002,12495299,55147.40440332417
2015-02-05,216.520004,9055713,41823.90925874914
2015-02-06,222.960007,11628519,52155.17866394757
2015-02-07,227.67999300000002,9046632,39733.97873391536
2015-02-08,223.669998,6564922,29350.92796844394
2015-02-09,220.33999599999999,20192733,91643.5207705096
2015-02-10,219.669998,18877297,85934.79843342103
2015-02-11,218.830002,15909377,72701.99174974188
2015-02-12,221.789993,11084499,49977.45322080424
2015-02-13,236.169998,26243104,111119.55041808487
2015-02-14,258.640015,33313626,128803.06243409397
2015-02-15,233.270004,43921119,188284.46969975616
2015-02-16,235.830002,27187677,115285.06453559712
2015-02-17,243.19999700000002,27926884,114830.93891650006
2015-02-18,235.19999700000002,23813015,101245.8133662306
2015-02-19,241.919998,15852470,65527.736983529576
2015-02-20,244.520004,20434846,83571.26478699059
2015-02-21,244.41000400000001,10570761,43250.11589951121
2015-02-22,235.729996,18107359,76813.97915944477
2015-02-23,238.82000699999998,14856549,62208.14238565868
2015-02-24,238.88999900000002,10787951,45158.65479994413
2015-02-25,237.330002,9092357,38311.030730956634
2015-02-26,236.52999900000003,12064967,51008.189451689796
2015-02-27,253.47000099999997,42282820,166815.87498790442
2015-02-28,254.059998,9999594,39359.18318002978
2015-03-01,257.940002,12964061,50259.98642893707
2015-03-02,273.75,21562624,78767.57625570777
2015-03-03,280.649994,45650597,162660.245772177
2015-03-04,271.920013,38656923,142162.84624846646
2015-03-05,275.230011,33599454,122077.72647293177
2015-03-06,272.559998,27014943,99115.58261751969
2015-03-07,274.910004,16708000,60776.25316247131
2015-03-08,274.48999,13902830,50649.67942911143
2015-03-09,290.019989,43259194,149159.35328857624
2015-03-10,291.369995,46657647,160131.95524817164
2015-03-11,295.600006,23542829,79644.21015607151
2015-03-12,293.850006,31607747,107564.22104684252
2015-03-13,287.209991,28288614,98494.533221165
2015-03-14,281.600006,21495879,76334.79595877565
2015-03-15,284.880005,11238833,39451.11205681143
2015-03-16,290.410004,19355605,66649.2363672155
2015-03-17,285.380005,18775700,65791.9254013609
2015-03-18,255.919998,55391241,216439.67424538665
2015-03-19,260.929993,46525086,178304.86049183313
2015-03-20,261.77999900000003,13853175,52919.149869811095
2015-03-21,259.709991,13413360,51647.45471805896
2015-03-22,268.570007,14980752,55779.69099133248
2015-03-23,265.459991,21749937,81933.01340087818
2015-03-24,246.72000099999997,38033136,154155.05774094095
2015-03-25,246.36999500000002,32092197,130260.16824816674
2015-03-26,248.020004,22412560,90365.93677339026
2015-03-27,247.210007,15543779,62876.8195455777
2015-03-28,252.020004,13890988,55118.59288757094
2015-03-29,242.080002,18971340,78368.0594979506
2015-03-29,246.789993,20963830,84946.0293959326
2015-03-30,244.149994,18515676,75837.29860751092
2015-03-31,246.24000499999997,16412525,66652.55306504726
2015-04-01,252.600006,20354036,80578.12951912599
2015-04-02,254.479996,18264452,71771.66098352187
2015-04-03,252.88999900000002,7805160,30863.853971544362
2015-04-04,259.640015,11277271,43434.25646466705
2015-04-05,254.97000099999997,11857398,46505.071002451
2015-04-06,252.97000099999997,11401051,45068.78663450692
2015-04-07,244.57000699999998,25401433,103861.60311145594
2015-04-08,243.32000699999998,16846896,69237.61102801547
2015-04-09,234.729996,23728422,101088.15406787636
2015-04-10,236.479996,12319489,52095.26897996057
2015-04-11,235.850006,7814533,33133.48654313793
2015-04-12,223.58999599999999,23982950,107263.07271815508
2015-04-13,217.99000499999997,25315606,116131.95751796053
2015-04-14,222.97000099999997,17099352,76689.02508548673
2015-04-15,227.979996,19315044,84722.53855114551
2015-04-16,222.58999599999999,15015559,67458.37310675903
2015-04-17,223.350006,8152434,36500.71090662966
2015-04-18,223.020004,7984589,35802.12024388628
2015-04-19,224.24000499999997,10082693,44963.84576873338
2015-04-20,233.729996,15658818,66995.32908904
2015-04-21,233.77999900000003,18280060,78193.43005472422
2015-04-22,235.399994,9982620,42407.052907571444
2015-04-23,231.08999599999999,16221169,70194.16366254124
2015-04-24,226.13999900000002,10015666,44289.6703117081
2015-04-25,218.69999700000002,22088733,101000.15227709398
2015-04-26,228.960007,27696437,120966.26551902578
2015-04-27,225.809998,14896418,65968.81507434405
2015-04-28,225.419998,13743340,60967.705269875834
2015-04-29,235.770004,26242196,111304.21832626342
2015-04-30,233.210007,14178420,60796.790765500904
2015-05-01,235.33999599999999,8703582,36983.012441285166
2015-05-02,239.99000499999997,13389153,55790.460940237914
2015-05-03,238.97000099999997,16599243,69461.61832254418
2015-05-04,235.82000699999998,18333196,77742.3265872433
2015-05-05,230.02999900000003,24127653,104889.15839190173
2015-05-06,237.729996,21315971,89664.62524148614
2015-05-07,243.74000499999997,21226000,87084.59655607212
2015-05-08,241.399994,15281109,63302.027256885514
2015-05-09,239.960007,10634289,44316.922361149955
2015-05-10,241.809998,13819530,57150.36646251492
2015-05-11,241.580002,9712214,40202.888979196214
2015-05-12,236.38000499999998,20329395,86003.02297142266
2015-05-13,236.899994,16833656,71058.06849450574
2015-05-14,237.19999700000002,10932777,46090.96601295488
2015-05-15,236.229996,6415070,27156.03483310392
2015-05-16,236.30000299999998,6738302,28515.877759002826
2015-05-17,232.63999900000002,12516261,53800.98458477039
2015-05-18,232.020004,9550029,41160.369086106904
2015-05-19,233.960007,11626735,49695.39516213128
2015-05-20,235.38000499999998,10114419,42970.59556949198
2015-05-21,240.36999500000002,17630641,73347.92763963738
2015-05-22,238.940002,8659651,36241.94746595842
2015-05-23,240.979996,7278251,30202.71856922099
2015-05-24,237.41000400000001,6301300,26541.84698973342
2015-05-25,237.83999599999999,8842430,37178.061506526436
2015-05-26,237.289993,11445501,48234.23379678721
2015-05-27,237.32000699999998,8508673,35853.16344609749
2015-05-28,237.02999900000003,9241377,38988.216845919145
2015-05-29,233.22000099999997,9738568,41757.00179334105
2015-05-30,229.83999599999999,9036624,39317.02122027535
2015-05-31,223.13999900000002,19658919,88101.27761988562
2015-06-01,225.74000499999997,13666049,60538.888532407014
2015-06-02,225.58999599999999,12279838,54434.31986230454
2015-06-03,224.22000099999997,9934190,44305.547924781255
2015-06-04,225.289993,12703848,56388.86943371692
2015-06-05,224.74000499999997,5074897,22581.191096796498
2015-06-06,223.47000099999997,9097310,40709.31202976099
2015-06-07,228.57000699999998,16824026,73605.57153065145
2015-06-08,229.559998,12617632,54964.41936717564
2015-06-09,228.789993,9556657,41770.43267797119
2015-06-10,229.88000499999998,8745318,38042.969417892615
2015-06-11,230.460007,9406856,40817.73719637178
2015-06-12,232.479996,8803491,37867.735510456565
2015-06-13,233.75,7700053,32941.40320855615
2015-06-14,237.0,15006949,63320.45991561181
2015-06-15,249.82000699999998,29956654,119912.94996641323
2015-06-16,247.38000499999998,30652977,123910.48743005726
2015-06-17,248.440002,19421567,78174.07359383293
2015-06-18,244.13000499999998,20914718,85670.41154978062
2015-06-19,244.979996,12470598,50904.556305078884
2015-06-20,244.100006,6140997,25157.70933655774
2015-06-21,247.460007,11713076,47333.20806864763
2015-06-22,243.75999500000003,9432470,38695.7260973032
2015-06-23,240.559998,11415709,47454.72686610182
2015-06-24,242.559998,9791297,40366.495220699995
2015-06-25,242.94999700000002,9112156,37506.302171306466
2015-06-26,250.729996,13525813,53945.73132765495
2015-06-27,248.88000499999998,9955671,40001.891674664665
2015-06-28,256.97000099999997,23504772,91468.9337608712
2015-06-29,264.119995,30621602,115938.2196717064
2015-06-30,257.619995,17316801,67218.38885215411
2015-07-01,254.88000499999998,11560214,45355.51543166362
2015-07-02,255.399994,9335969,36554.303912787094
2015-07-03,260.549988,8502000,32630.974444719606
2015-07-04,270.140015,12906220,47776.03939942033
2015-07-05,269.079987,14242625,52930.82238776828
2015-07-06,266.209991,11104556,41713.52081222226
2015-07-07,268.640015,12157995,45257.57266652922
2015-07-08,269.140015,13058350,48518.797920108605
2015-07-09,283.619995,33254590,117250.5133144791
2015-07-10,291.97000099999997,13584989,46528.71511960573
