통계표,"8.8.1.1 주요국통화의 대원화 환율"
항목명1,"원/미국달러(매매기준율)"
단위,"원 "
변환,"원자료"
2011/05/01,""
2011/05/02,"1,073.30"
2011/05/03,"1,066.80"
2011/05/04,"1,070.20"
2011/05/05,""
2011/05/06,"1,074.60"
2011/05/07,""
2011/05/08,""
2011/05/09,"1,085.00"
2011/05/10,""
2011/05/11,"1,079.90"
2011/05/12,"1,074.90"
2011/05/13,"1,082.70"
2011/05/14,""
2011/05/15,""
2011/05/16,"1,088.90"
2011/05/17,"1,092.80"
2011/05/18,"1,091.40"
2011/05/19,"1,086.70"
2011/05/20,"1,084.70"
2011/05/21,""
2011/05/22,""
2011/05/23,"1,082.70"
2011/05/24,"1,091.70"
2011/05/25,"1,094.80"
2011/05/26,"1,096.30"
2011/05/27,"1,090.50"
2011/05/28,""
2011/05/29,""
2011/05/30,"1,082.20"
2011/05/31,"1,080.60"
2011/06/01,"1,076.90"
2011/06/02,"1,076.40"
2011/06/03,"1,080.40"
2011/06/04,""
2011/06/05,""
2011/06/06,""
2011/06/07,"1,077.50"
2011/06/08,"1,080.60"
2011/06/09,"1,081.50"
2011/06/10,"1,083.10"
2011/06/11,""
2011/06/12,""
2011/06/13,"1,081.20"
2011/06/14,"1,085.90"
2011/06/15,"1,083.50"
2011/06/16,"1,082.50"
2011/06/17,"1,088.90"
2011/06/18,""
2011/06/19,""
2011/06/20,"1,087.20"
2011/06/21,"1,083.20"
2011/06/22,"1,081.70"
2011/06/23,"1,075.00"
2011/06/24,"1,076.70"
2011/06/25,""
2011/06/26,""
2011/06/27,"1,077.90"
2011/06/28,"1,086.70"
2011/06/29,"1,081.80"
2011/06/30,"1,078.10"
2011/07/01,"1,070.10"
2011/07/02,""
2011/07/03,""
2011/07/04,"1,066.40"
2011/07/05,"1,063.80"
2011/07/06,"1,065.60"
2011/07/07,"1,064.90"
2011/07/08,"1,064.30"
2011/07/09,""
2011/07/10,""
2011/07/11,"1,058.40"
2011/07/12,"1,059.70"
2011/07/13,"1,066.20"
2011/07/14,"1,063.20"
2011/07/15,"1,056.70"
2011/07/16,""
2011/07/17,""
2011/07/18,"1,057.30"
2011/07/19,"1,061.20"
2011/07/20,"1,059.70"
2011/07/21,"1,055.30"
2011/07/22,"1,055.30"
2011/07/23,""
2011/07/24,""
2011/07/25,"1,051.20"
2011/07/26,"1,054.50"
2011/07/27,"1,052.90"
2011/07/28,"1,050.20"
2011/07/29,"1,052.60"
2011/07/30,""
2011/07/31,""
2011/08/01,"1,053.10"
2011/08/02,"1,049.50"
2011/08/03,"1,051.30"
2011/08/04,"1,058.60"
2011/08/05,"1,058.50"
2011/08/06,""
2011/08/07,""
2011/08/08,"1,069.40"
2011/08/09,"1,073.50"
2011/08/10,"1,092.20"
2011/08/11,"1,080.40"
2011/08/12,"1,085.70"
2011/08/13,""
2011/08/14,""
2011/08/15,""
2011/08/16,"1,078.70"
2011/08/17,"1,070.00"
2011/08/18,"1,072.70"
2011/08/19,"1,072.30"
2011/08/20,""
2011/08/21,""
2011/08/22,"1,082.90"
2011/08/23,"1,083.40"
2011/08/24,"1,081.00"
2011/08/25,"1,079.00"
2011/08/26,"1,085.30"
2011/08/27,""
2011/08/28,""
2011/08/29,"1,084.50"
2011/08/30,"1,076.00"
2011/08/31,"1,071.70"
2011/09/01,"1,070.40"
2011/09/02,"1,063.00"
2011/09/03,""
2011/09/04,""
2011/09/05,"1,062.70"
2011/09/06,"1,068.30"
2011/09/07,"1,071.80"
2011/09/08,"1,071.70"
2011/09/09,"1,072.80"
2011/09/10,""
2011/09/11,""
2011/09/12,""
2011/09/13,""
2011/09/14,"1,076.00"
2011/09/15,"1,100.40"
2011/09/16,"1,108.10"
2011/09/17,""
2011/09/18,""
2011/09/19,"1,106.90"
2011/09/20,"1,122.30"
2011/09/21,"1,150.60"
2011/09/22,"1,147.20"
2011/09/23,"1,177.50"
2011/09/24,""
2011/09/25,""
2011/09/26,"1,186.00"
2011/09/27,"1,184.60"
2011/09/28,"1,179.70"
2011/09/29,"1,172.70"
2011/09/30,"1,179.50"
2011/10/01,""
2011/10/02,""
2011/10/03,""
2011/10/04,"1,178.10"
2011/10/05,"1,199.50"
2011/10/06,"1,192.40"
2011/10/07,"1,186.60"
2011/10/08,""
2011/10/09,""
2011/10/10,"1,179.90"
2011/10/11,"1,173.00"
2011/10/12,"1,164.20"
2011/10/13,"1,172.40"
2011/10/14,"1,158.00"
2011/10/15,""
2011/10/16,""
2011/10/17,"1,160.30"
2011/10/18,"1,145.70"
2011/10/19,"1,147.10"
2011/10/20,"1,137.70"
2011/10/21,"1,139.50"
2011/10/22,""
2011/10/23,""
2011/10/24,"1,149.50"
2011/10/25,"1,137.70"
2011/10/26,"1,127.90"
2011/10/27,"1,130.40"
2011/10/28,"1,124.50"
2011/10/29,""
2011/10/30,""
2011/10/31,"1,104.50"
2011/11/01,"1,105.20"
2011/11/02,"1,113.90"
2011/11/03,"1,126.20"
2011/11/04,"1,131.50"
2011/11/05,""
2011/11/06,""
2011/11/07,"1,112.60"
2011/11/08,"1,115.00"
2011/11/09,"1,116.30"
2011/11/10,"1,115.70"
2011/11/11,"1,134.30"
2011/11/12,""
2011/11/13,""
2011/11/14,"1,127.30"
2011/11/15,"1,120.60"
2011/11/16,"1,126.20"
2011/11/17,"1,134.50"
2011/11/18,"1,137.60"
2011/11/19,""
2011/11/20,""
2011/11/21,"1,136.40"
2011/11/22,"1,139.60"
2011/11/23,"1,146.60"
2011/11/24,"1,149.20"
2011/11/25,"1,157.10"
2011/11/26,""
2011/11/27,""
2011/11/28,"1,159.90"
2011/11/29,"1,154.90"
2011/11/30,"1,150.30"
2011/12/01,"1,140.60"
2011/12/02,"1,127.20"
2011/12/03,""
2011/12/04,""
2011/12/05,"1,127.70"
2011/12/06,"1,130.30"
2011/12/07,"1,131.20"
2011/12/08,"1,126.80"
2011/12/09,"1,130.90"
2011/12/10,""
2011/12/11,""
2011/12/12,"1,142.30"
2011/12/13,"1,145.00"
2011/12/14,"1,155.40"
2011/12/15,"1,158.50"
2011/12/16,"1,161.40"
2011/12/17,""
2011/12/18,""
2011/12/19,"1,156.50"
2011/12/20,"1,169.50"
2011/12/21,"1,167.10"
2011/12/22,"1,150.90"
2011/12/23,"1,156.20"
2011/12/24,""
2011/12/25,""
2011/12/26,"1,149.40"
2011/12/27,"1,150.00"
2011/12/28,"1,156.40"
2011/12/29,"1,157.40"
2011/12/30,"1,153.30"
2011/12/31,""
2012/01/01,""
2012/01/02,"1,153.30"
2012/01/03,"1,155.50"
2012/01/04,"1,150.90"
2012/01/05,"1,147.40"
2012/01/06,"1,150.30"
2012/01/07,""
2012/01/08,""
2012/01/09,"1,158.40"
2012/01/10,"1,164.30"
2012/01/11,"1,156.20"
2012/01/12,"1,159.40"
2012/01/13,"1,158.80"
2012/01/14,""
2012/01/15,""
2012/01/16,"1,150.60"
2012/01/17,"1,154.00"
2012/01/18,"1,147.00"
2012/01/19,"1,143.10"
2012/01/20,"1,136.40"
2012/01/21,""
2012/01/22,""
2012/01/23,""
2012/01/24,""
2012/01/25,"1,134.70"
2012/01/26,"1,126.30"
2012/01/27,"1,121.60"
2012/01/28,""
2012/01/29,""
2012/01/30,"1,123.80"
2012/01/31,"1,125.00"
2012/02/01,"1,125.80"
2012/02/02,"1,126.40"
2012/02/03,"1,118.50"
2012/02/04,""
2012/02/05,""
2012/02/06,"1,118.90"
2012/02/07,"1,119.90"
2012/02/08,"1,121.50"
2012/02/09,"1,116.70"
2012/02/10,"1,118.10"
2012/02/11,""
2012/02/12,""
2012/02/13,"1,121.20"
2012/02/14,"1,123.20"
2012/02/15,"1,123.60"
2012/02/16,"1,123.10"
2012/02/17,"1,127.80"
2012/02/18,""
2012/02/19,""
2012/02/20,"1,124.40"
2012/02/21,"1,122.70"
2012/02/22,"1,124.30"
2012/02/23,"1,126.30"
2012/02/24,"1,128.30"
2012/02/25,""
2012/02/26,""
2012/02/27,"1,124.70"
2012/02/28,"1,128.40"
2012/02/29,"1,126.50"
2012/03/01,""
2012/03/02,"1,120.10"
2012/03/03,""
2012/03/04,""
2012/03/05,"1,114.50"
2012/03/06,"1,118.40"
2012/03/07,"1,120.30"
2012/03/08,"1,126.40"
2012/03/09,"1,119.80"
2012/03/10,""
2012/03/11,""
2012/03/12,"1,116.10"
2012/03/13,"1,122.10"
2012/03/14,"1,121.50"
2012/03/15,"1,123.80"
2012/03/16,"1,129.10"
2012/03/17,""
2012/03/18,""
2012/03/19,"1,124.40"
2012/03/20,"1,123.00"
2012/03/21,"1,123.10"
2012/03/22,"1,127.40"
2012/03/23,"1,130.30"
2012/03/24,""
2012/03/25,""
2012/03/26,"1,133.80"
2012/03/27,"1,138.10"
2012/03/28,"1,136.80"
2012/03/29,"1,137.20"
2012/03/30,"1,137.80"
2012/03/31,""
2012/04/01,""
2012/04/02,"1,134.20"
2012/04/03,"1,128.10"
2012/04/04,"1,123.40"
2012/04/05,"1,127.80"
2012/04/06,"1,129.50"
2012/04/07,""
2012/04/08,""
2012/04/09,"1,130.70"
2012/04/10,"1,137.60"
2012/04/11,""
2012/04/12,"1,137.90"
2012/04/13,"1,142.30"
2012/04/14,""
2012/04/15,""
2012/04/16,"1,134.10"
2012/04/17,"1,137.70"
2012/04/18,"1,138.90"
2012/04/19,"1,136.60"
2012/04/20,"1,140.50"
2012/04/21,""
2012/04/22,""
2012/04/23,"1,140.20"
2012/04/24,"1,138.90"
2012/04/25,"1,141.20"
2012/04/26,"1,139.40"
2012/04/27,"1,137.80"
2012/04/28,""
2012/04/29,""
2012/04/30,"1,134.20"
2012/05/01,""
2012/05/02,"1,131.60"
2012/05/03,"1,126.90"
2012/05/04,"1,130.00"
2012/05/05,""
2012/05/06,""
2012/05/07,"1,131.50"
2012/05/08,"1,138.90"
2012/05/09,"1,135.70"
2012/05/10,"1,140.00"
2012/05/11,"1,142.50"
2012/05/12,""
2012/05/13,""
2012/05/14,"1,145.20"
2012/05/15,"1,148.70"
2012/05/16,"1,154.10"
2012/05/17,"1,161.90"
2012/05/18,"1,163.20"
2012/05/19,""
2012/05/20,""
2012/05/21,"1,173.10"
2012/05/22,"1,166.70"
2012/05/23,"1,163.90"
2012/05/24,"1,171.70"
2012/05/25,"1,177.20"
2012/05/26,""
2012/05/27,""
2012/05/28,""
2012/05/29,"1,180.40"
2012/05/30,"1,178.60"
2012/05/31,"1,177.80"
2012/06/01,"1,181.60"
2012/06/02,""
2012/06/03,""
2012/06/04,"1,180.30"
2012/06/05,"1,181.80"
2012/06/06,""
2012/06/07,"1,178.40"
2012/06/08,"1,170.70"
2012/06/09,""
2012/06/10,""
2012/06/11,"1,173.00"
2012/06/12,"1,167.00"
2012/06/13,"1,170.50"
2012/06/14,"1,167.80"
2012/06/15,"1,166.80"
2012/06/16,""
2012/06/17,""
2012/06/18,"1,164.00"
2012/06/19,"1,158.40"
2012/06/20,"1,158.20"
2012/06/21,"1,152.70"
2012/06/22,"1,150.10"
2012/06/23,""
2012/06/24,""
2012/06/25,"1,157.20"
2012/06/26,"1,160.80"
2012/06/27,"1,159.90"
2012/06/28,"1,157.10"
2012/06/29,"1,153.80"
2012/06/30,""
2012/07/01,""
2012/07/02,"1,151.90"
2012/07/03,"1,143.70"
2012/07/04,"1,141.60"
2012/07/05,"1,135.30"
2012/07/06,"1,136.50"
2012/07/07,""
2012/07/08,""
2012/07/09,"1,138.40"
2012/07/10,"1,142.40"
2012/07/11,"1,143.10"
2012/07/12,"1,144.10"
2012/07/13,"1,145.80"
2012/07/14,""
2012/07/15,""
2012/07/16,"1,151.40"
2012/07/17,"1,147.60"
2012/07/18,"1,143.50"
2012/07/19,"1,140.20"
2012/07/20,"1,138.60"
2012/07/21,""
2012/07/22,""
2012/07/23,"1,140.70"
2012/07/24,"1,146.90"
2012/07/25,"1,148.10"
2012/07/26,"1,150.90"
2012/07/27,"1,147.20"
2012/07/28,""
2012/07/29,""
2012/07/30,"1,139.90"
2012/07/31,"1,136.20"
2012/08/01,"1,133.20"
2012/08/02,"1,127.60"
2012/08/03,"1,130.40"
2012/08/04,""
2012/08/05,""
2012/08/06,"1,135.60"
2012/08/07,"1,126.50"
2012/08/08,"1,127.30"
2012/08/09,"1,128.00"
2012/08/10,"1,126.20"
2012/08/11,""
2012/08/12,""
2012/08/13,"1,128.10"
2012/08/14,"1,131.20"
2012/08/15,""
2012/08/16,"1,129.30"
2012/08/17,"1,133.10"
2012/08/18,""
2012/08/19,""
2012/08/20,"1,133.30"
2012/08/21,"1,135.50"
2012/08/22,"1,132.50"
2012/08/23,"1,133.50"
2012/08/24,"1,130.80"
2012/08/25,""
2012/08/26,""
2012/08/27,"1,133.70"
2012/08/28,"1,135.60"
2012/08/29,"1,137.20"
2012/08/30,"1,134.00"
2012/08/31,"1,134.60"
2012/09/01,""
2012/09/02,""
2012/09/03,"1,134.40"
2012/09/04,"1,131.80"
2012/09/05,"1,131.80"
2012/09/06,"1,135.00"
2012/09/07,"1,134.60"
2012/09/08,""
2012/09/09,""
2012/09/10,"1,130.50"
2012/09/11,"1,128.60"
2012/09/12,"1,129.30"
2012/09/13,"1,126.20"
2012/09/14,"1,127.80"
2012/09/15,""
2012/09/16,""
2012/09/17,"1,120.40"
2012/09/18,"1,115.00"
2012/09/19,"1,117.70"
2012/09/20,"1,117.10"
2012/09/21,"1,118.20"
2012/09/22,""
2012/09/23,""
2012/09/24,"1,119.40"
2012/09/25,"1,119.80"
2012/09/26,"1,118.60"
2012/09/27,"1,120.70"
2012/09/28,"1,118.60"
2012/09/29,""
2012/09/30,""
2012/10/01,""
2012/10/02,"1,112.90"
2012/10/03,""
2012/10/04,"1,112.70"
2012/10/05,"1,113.30"
2012/10/06,""
2012/10/07,""
2012/10/08,"1,110.60"
2012/10/09,"1,111.30"
2012/10/10,"1,110.60"
2012/10/11,"1,114.30"
2012/10/12,"1,115.40"
2012/10/13,""
2012/10/14,""
2012/10/15,"1,111.10"
2012/10/16,"1,112.10"
2012/10/17,"1,107.10"
2012/10/18,"1,105.00"
2012/10/19,"1,104.80"
2012/10/20,""
2012/10/21,""
2012/10/22,"1,105.30"
2012/10/23,"1,105.10"
2012/10/24,"1,102.30"
2012/10/25,"1,103.70"
2012/10/26,"1,101.40"
2012/10/27,""
2012/10/28,""
2012/10/29,"1,096.50"
2012/10/30,"1,095.90"
2012/10/31,"1,094.10"
2012/11/01,"1,090.60"
2012/11/02,"1,090.90"
2012/11/03,""
2012/11/04,""
2012/11/05,"1,091.20"
2012/11/06,"1,091.70"
2012/11/07,"1,091.50"
2012/11/08,"1,087.10"
2012/11/09,"1,088.20"
2012/11/10,""
2012/11/11,""
2012/11/12,"1,089.60"
2012/11/13,"1,088.40"
2012/11/14,"1,090.30"
2012/11/15,"1,087.30"
2012/11/16,"1,086.70"
2012/11/17,""
2012/11/18,""
2012/11/19,"1,089.30"
2012/11/20,"1,086.90"
2012/11/21,"1,083.00"
2012/11/22,"1,083.20"
2012/11/23,"1,084.10"
2012/11/24,""
2012/11/25,""
2012/11/26,"1,086.30"
2012/11/27,"1,084.90"
2012/11/28,"1,084.10"
2012/11/29,"1,085.40"
2012/11/30,"1,084.70"
2012/12/01,""
2012/12/02,""
2012/12/03,"1,083.20"
2012/12/04,"1,083.50"
2012/12/05,"1,083.70"
2012/12/06,"1,082.50"
2012/12/07,"1,082.70"
2012/12/08,""
2012/12/09,""
2012/12/10,"1,082.60"
2012/12/11,"1,079.40"
2012/12/12,"1,077.30"
2012/12/13,"1,075.70"
2012/12/14,"1,072.30"
2012/12/15,""
2012/12/16,""
2012/12/17,"1,073.90"
2012/12/18,"1,072.90"
2012/12/19,""
2012/12/20,"1,071.80"
2012/12/21,"1,073.40"
2012/12/22,""
2012/12/23,""
2012/12/24,"1,075.40"
2012/12/25,""
2012/12/26,"1,074.80"
2012/12/27,"1,073.80"
2012/12/28,"1,072.50"
2012/12/29,""
2012/12/30,""
2012/12/31,"1,071.10"
2013/01/01,""
2013/01/02,"1,071.10"
2013/01/03,"1,064.70"
2013/01/04,"1,063.80"
2013/01/05,""
2013/01/06,""
2013/01/07,"1,064.10"
2013/01/08,"1,063.40"
2013/01/09,"1,063.20"
2013/01/10,"1,062.10"
2013/01/11,"1,061.00"
2013/01/12,""
2013/01/13,""
2013/01/14,"1,056.50"
2013/01/15,"1,056.10"
2013/01/16,"1,055.40"
2013/01/17,"1,058.90"
2013/01/18,"1,058.20"
2013/01/19,""
2013/01/20,""
2013/01/21,"1,056.10"
2013/01/22,"1,060.00"
2013/01/23,"1,064.40"
2013/01/24,"1,065.40"
2013/01/25,"1,068.40"
2013/01/26,""
2013/01/27,""
2013/01/28,"1,071.80"
2013/01/29,"1,082.50"
2013/01/30,"1,088.00"
2013/01/31,"1,082.70"
2013/02/01,"1,088.90"
2013/02/02,""
2013/02/03,""
2013/02/04,"1,092.90"
2013/02/05,"1,089.00"
2013/02/06,"1,086.80"
2013/02/07,"1,088.80"
2013/02/08,"1,089.30"
2013/02/09,""
2013/02/10,""
2013/02/11,""
2013/02/12,"1,093.80"
2013/02/13,"1,094.20"
2013/02/14,"1,086.40"
2013/02/15,"1,084.70"
2013/02/16,""
2013/02/17,""
2013/02/18,"1,079.00"
2013/02/19,"1,082.60"
2013/02/20,"1,081.40"
2013/02/21,"1,077.80"
2013/02/22,"1,084.10"
2013/02/23,""
2013/02/24,""
2013/02/25,"1,086.40"
2013/02/26,"1,087.40"
2013/02/27,"1,088.00"
2013/02/28,"1,085.40"
2013/03/01,""
2013/03/02,""
2013/03/03,""
2013/03/04,"1,081.90"
2013/03/05,"1,091.40"
2013/03/06,"1,087.00"
2013/03/07,"1,083.60"
2013/03/08,"1,086.40"
2013/03/09,""
2013/03/10,""
2013/03/11,"1,090.30"
2013/03/12,"1,098.30"
2013/03/13,"1,095.00"
2013/03/14,"1,097.50"
2013/03/15,"1,105.00"
2013/03/16,""
2013/03/17,""
2013/03/18,"1,109.90"
2013/03/19,"1,114.80"
2013/03/20,"1,110.20"
2013/03/21,"1,117.50"
2013/03/22,"1,116.20"
2013/03/23,""
2013/03/24,""
2013/03/25,"1,117.20"
2013/03/26,"1,112.50"
2013/03/27,"1,107.90"
2013/03/28,"1,109.20"
2013/03/29,"1,112.10"
2013/03/30,""
2013/03/31,""
2013/04/01,"1,112.50"
2013/04/02,"1,115.50"
2013/04/03,"1,112.80"
2013/04/04,"1,120.60"
2013/04/05,"1,123.80"
2013/04/06,""
2013/04/07,""
2013/04/08,"1,127.10"
2013/04/09,"1,138.30"
2013/04/10,"1,138.90"
2013/04/11,"1,138.30"
2013/04/12,"1,129.00"
2013/04/13,""
2013/04/14,""
2013/04/15,"1,131.10"
2013/04/16,"1,124.70"
2013/04/17,"1,119.60"
2013/04/18,"1,115.30"
2013/04/19,"1,122.00"
2013/04/20,""
2013/04/21,""
2013/04/22,"1,118.50"
2013/04/23,"1,121.70"
2013/04/24,"1,120.20"
2013/04/25,"1,119.20"
2013/04/26,"1,113.90"
2013/04/27,""
2013/04/28,""
2013/04/29,"1,109.20"
2013/04/30,"1,108.10"
2013/05/01,""
2013/05/02,"1,102.20"
2013/05/03,"1,099.70"
2013/05/04,""
2013/05/05,""
2013/05/06,"1,099.90"
2013/05/07,"1,094.00"
2013/05/08,"1,094.00"
2013/05/09,"1,087.70"
2013/05/10,"1,087.00"
2013/05/11,""
2013/05/12,""
2013/05/13,"1,102.60"
2013/05/14,"1,114.60"
2013/05/15,"1,109.40"
2013/05/16,"1,113.60"
2013/05/17,""
2013/05/18,""
2013/05/19,""
2013/05/20,"1,114.30"
2013/05/21,"1,118.10"
2013/05/22,"1,112.90"
2013/05/23,"1,112.40"
2013/05/24,"1,123.70"
2013/05/25,""
2013/05/26,""
2013/05/27,"1,128.00"
2013/05/28,"1,125.10"
2013/05/29,"1,125.50"
2013/05/30,"1,131.00"
2013/05/31,"1,128.30"
2013/06/01,""
2013/06/02,""
2013/06/03,"1,126.60"
2013/06/04,"1,128.10"
2013/06/05,"1,121.80"
2013/06/06,""
2013/06/07,"1,119.20"
2013/06/08,""
2013/06/09,""
2013/06/10,"1,111.40"
2013/06/11,"1,123.60"
2013/06/12,"1,133.70"
2013/06/13,"1,131.20"
2013/06/14,"1,134.80"
2013/06/15,""
2013/06/16,""
2013/06/17,"1,128.20"
2013/06/18,"1,128.00"
2013/06/19,"1,129.90"
2013/06/20,"1,133.00"
2013/06/21,"1,144.60"
2013/06/22,""
2013/06/23,""
2013/06/24,"1,155.60"
2013/06/25,"1,157.10"
2013/06/26,"1,159.10"
2013/06/27,"1,153.40"
2013/06/28,"1,149.70"
2013/06/29,""
2013/06/30,""
2013/07/01,"1,145.30"
2013/07/02,"1,136.90"
2013/07/03,"1,132.90"
2013/07/04,"1,140.60"
2013/07/05,"1,140.20"
2013/07/06,""
2013/07/07,""
2013/07/08,"1,141.70"
2013/07/09,"1,151.40"
2013/07/10,"1,144.70"
2013/07/11,"1,138.80"
2013/07/12,"1,124.90"
2013/07/13,""
2013/07/14,""
2013/07/15,"1,122.30"
2013/07/16,"1,122.60"
2013/07/17,"1,119.00"
2013/07/18,"1,118.10"
2013/07/19,"1,122.30"
2013/07/20,""
2013/07/21,""
2013/07/22,"1,123.50"
2013/07/23,"1,118.50"
2013/07/24,"1,116.50"
2013/07/25,"1,114.10"
2013/07/26,"1,117.30"
2013/07/27,""
2013/07/28,""
2013/07/29,"1,111.70"
2013/07/30,"1,109.40"
2013/07/31,"1,113.60"
2013/08/01,"1,119.60"
2013/08/02,"1,121.40"
2013/08/03,""
2013/08/04,""
2013/08/05,"1,125.40"
2013/08/06,"1,116.30"
2013/08/07,"1,114.20"
2013/08/08,"1,117.30"
2013/08/09,"1,113.60"
2013/08/10,""
2013/08/11,""
2013/08/12,"1,111.80"
2013/08/13,"1,113.00"
2013/08/14,"1,116.50"
2013/08/15,""
2013/08/16,"1,119.50"
2013/08/17,""
2013/08/18,""
2013/08/19,"1,115.00"
2013/08/20,"1,113.70"
2013/08/21,"1,121.90"
2013/08/22,"1,118.10"
2013/08/23,"1,124.30"
2013/08/24,""
2013/08/25,""
2013/08/26,"1,118.20"
2013/08/27,"1,113.00"
2013/08/28,"1,115.80"
2013/08/29,"1,117.00"
2013/08/30,"1,110.90"
2013/08/31,""
2013/09/01,""
2013/09/02,"1,109.60"
2013/09/03,"1,104.10"
2013/09/04,"1,095.90"
2013/09/05,"1,099.80"
2013/09/06,"1,093.80"
2013/09/07,""
2013/09/08,""
2013/09/09,"1,095.40"
2013/09/10,"1,088.20"
2013/09/11,"1,084.90"
2013/09/12,"1,087.10"
2013/09/13,"1,083.20"
2013/09/14,""
2013/09/15,""
2013/09/16,"1,085.30"
2013/09/17,"1,082.20"
2013/09/18,""
2013/09/19,""
2013/09/20,""
2013/09/21,""
2013/09/22,""
2013/09/23,"1,085.20"
2013/09/24,"1,075.90"
2013/09/25,"1,074.90"
2013/09/26,"1,076.80"
2013/09/27,"1,074.40"
2013/09/28,""
2013/09/29,""
2013/09/30,"1,075.60"
2013/10/01,"1,075.20"
2013/10/02,"1,074.50"
2013/10/03,""
2013/10/04,"1,074.60"
2013/10/05,""
2013/10/06,""
2013/10/07,"1,071.60"
2013/10/08,"1,070.50"
2013/10/09,""
2013/10/10,"1,073.60"
2013/10/11,"1,075.70"
2013/10/12,""
2013/10/13,""
2013/10/14,"1,070.50"
2013/10/15,"1,072.30"
2013/10/16,"1,067.90"
2013/10/17,"1,067.10"
2013/10/18,"1,064.40"
2013/10/19,""
2013/10/20,""
2013/10/21,"1,061.40"
2013/10/22,"1,062.00"
2013/10/23,"1,061.70"
2013/10/24,"1,056.50"
2013/10/25,"1,057.20"
2013/10/26,""
2013/10/27,""
2013/10/28,"1,062.30"
2013/10/29,"1,061.40"
2013/10/30,"1,060.90"
2013/10/31,"1,061.40"
2013/11/01,"1,059.90"
2013/11/02,""
2013/11/03,""
2013/11/04,"1,062.60"
2013/11/05,"1,062.10"
2013/11/06,"1,062.00"
2013/11/07,"1,062.00"
2013/11/08,"1,060.70"
2013/11/09,""
2013/11/10,""
2013/11/11,"1,063.50"
2013/11/12,"1,068.50"
2013/11/13,"1,070.90"
2013/11/14,"1,072.90"
2013/11/15,"1,067.30"
2013/11/16,""
2013/11/17,""
2013/11/18,"1,066.70"
2013/11/19,"1,060.70"
2013/11/20,"1,055.80"
2013/11/21,"1,056.30"
2013/11/22,"1,061.90"
2013/11/23,""
2013/11/24,""
2013/11/25,"1,061.60"
2013/11/26,"1,060.60"
2013/11/27,"1,060.30"
2013/11/28,"1,060.90"
2013/11/29,"1,062.10"
2013/11/30,""
2013/12/01,""
2013/12/02,"1,058.90"
2013/12/03,"1,057.70"
2013/12/04,"1,061.30"
2013/12/05,"1,061.20"
2013/12/06,"1,060.70"
2013/12/07,""
2013/12/08,""
2013/12/09,"1,058.20"
2013/12/10,"1,053.10"
2013/12/11,"1,052.50"
2013/12/12,"1,051.90"
2013/12/13,"1,053.50"
2013/12/14,""
2013/12/15,""
2013/12/16,"1,053.10"
2013/12/17,"1,052.60"
2013/12/18,"1,051.50"
2013/12/19,"1,052.10"
2013/12/20,"1,058.10"
2013/12/21,""
2013/12/22,""
2013/12/23,"1,061.90"
2013/12/24,"1,061.00"
2013/12/25,""
2013/12/26,"1,060.40"
2013/12/27,"1,059.40"
2013/12/28,""
2013/12/29,""
2013/12/30,"1,055.60"
2013/12/31,"1,055.30"
2014/01/01,""
2014/01/02,"1,055.30"
2014/01/03,"1,050.40"
2014/01/04,""
2014/01/05,""
2014/01/06,"1,054.10"
2014/01/07,"1,062.20"
2014/01/08,"1,067.90"
2014/01/09,"1,066.00"
2014/01/10,"1,064.80"
2014/01/11,""
2014/01/12,""
2014/01/13,"1,062.80"
2014/01/14,"1,056.50"
2014/01/15,"1,058.40"
2014/01/16,"1,062.50"
2014/01/17,"1,064.20"
2014/01/18,""
2014/01/19,""
2014/01/20,"1,061.00"
2014/01/21,"1,063.90"
2014/01/22,"1,064.20"
2014/01/23,"1,068.40"
2014/01/24,"1,071.90"
2014/01/25,""
2014/01/26,""
2014/01/27,"1,077.20"
2014/01/28,"1,084.10"
2014/01/29,"1,079.20"
2014/01/30,""
2014/01/31,""
2014/02/01,""
2014/02/02,""
2014/02/03,"1,071.10"
2014/02/04,"1,082.20"
2014/02/05,"1,086.10"
2014/02/06,"1,079.50"
2014/02/07,"1,076.40"
2014/02/08,""
2014/02/09,""
2014/02/10,"1,075.10"
2014/02/11,"1,071.90"
2014/02/12,"1,072.00"
2014/02/13,"1,064.70"
2014/02/14,"1,063.90"
2014/02/15,""
2014/02/16,""
2014/02/17,"1,061.90"
2014/02/18,"1,060.50"
2014/02/19,"1,064.10"
2014/02/20,"1,067.10"
2014/02/21,"1,071.90"
2014/02/22,""
2014/02/23,""
2014/02/24,"1,073.10"
2014/02/25,"1,076.30"
2014/02/26,"1,070.60"
2014/02/27,"1,069.90"
2014/02/28,"1,067.70"
2014/03/01,""
2014/03/02,""
2014/03/03,"1,066.20"
2014/03/04,"1,071.90"
2014/03/05,"1,072.00"
2014/03/06,"1,070.60"
2014/03/07,"1,067.40"
2014/03/08,""
2014/03/09,""
2014/03/10,"1,062.60"
2014/03/11,"1,065.90"
2014/03/12,"1,064.80"
2014/03/13,"1,069.20"
2014/03/14,"1,067.40"
2014/03/15,""
2014/03/16,""
2014/03/17,"1,072.00"
2014/03/18,"1,069.90"
2014/03/19,"1,067.90"
2014/03/20,"1,070.70"
2014/03/21,"1,075.30"
2014/03/22,""
2014/03/23,""
2014/03/24,"1,080.30"
2014/03/25,"1,079.70"
2014/03/26,"1,078.20"
2014/03/27,"1,075.00"
2014/03/28,"1,072.80"
2014/03/29,""
