통계표,"8.8.1.1 주요국통화의 대원화 환율"
항목명1,"원/미국달러(매매기준율)"
단위,"원 "
변환,"원자료"
2017/03/28,"1,114.20"
2017/03/29,"1,112.50"
2017/03/30,"1,114.00"
2017/03/31,"1,116.10"
2017/04/01,""
2017/04/02,""
2017/04/03,"1,119.30"
2017/04/04,"1,113.80"
2017/04/05,"1,118.90"
2017/04/06,"1,124.00"
2017/04/07,"1,131.00"
2017/04/08,""
2017/04/09,""
2017/04/10,"1,134.60"
2017/04/11,"1,141.60"
2017/04/12,"1,145.80"
2017/04/13,"1,145.20"
2017/04/14,"1,131.90"
2017/04/15,""
2017/04/16,""
2017/04/17,"1,138.80"
2017/04/18,"1,136.50"
2017/04/19,"1,137.90"
2017/04/20,"1,139.80"
2017/04/21,"1,141.40"
2017/04/22,""
2017/04/23,""
2017/04/24,"1,136.60"
2017/04/25,"1,131.70"
2017/04/26,"1,130.50"
2017/04/27,"1,125.10"
2017/04/28,"1,130.10"
2017/04/29,""
2017/04/30,""
2017/05/01,""
2017/05/02,"1,133.40"
2017/05/03,""
2017/05/04,"1,130.70"
2017/05/05,""
2017/05/06,""
2017/05/07,""
2017/05/08,"1,132.10"
2017/05/09,""
2017/05/10,"1,132.40"
2017/05/11,"1,134.50"
2017/05/12,"1,130.40"
2017/05/13,""
2017/05/14,""
2017/05/15,"1,126.80"
2017/05/16,"1,125.40"
2017/05/17,"1,117.70"
2017/05/18,"1,118.40"
2017/05/19,"1,125.20"
2017/05/20,""
2017/05/21,""
2017/05/22,"1,127.50"
2017/05/23,"1,117.10"
2017/05/24,"1,120.60"
2017/05/25,"1,126.60"
2017/05/26,"1,118.00"
2017/05/27,""
2017/05/28,""
2017/05/29,"1,119.50"
2017/05/30,"1,120.10"
2017/05/31,"1,123.90"
2017/06/01,"1,121.80"
2017/06/02,"1,120.40"
2017/06/03,""
2017/06/04,""
2017/06/05,"1,120.90"
2017/06/06,""
2017/06/07,"1,118.40"
2017/06/08,"1,122.00"
2017/06/09,"1,125.00"
2017/06/10,""
2017/06/11,""
2017/06/12,"1,121.60"
2017/06/13,"1,126.00"
2017/06/14,"1,128.90"
2017/06/15,"1,125.60"
2017/06/16,"1,122.80"
2017/06/17,""
2017/06/18,""
2017/06/19,"1,133.00"
2017/06/20,"1,131.40"
2017/06/21,"1,137.00"
2017/06/22,"1,142.20"
2017/06/23,"1,140.80"
2017/06/24,""
2017/06/25,""
2017/06/26,"1,140.10"
2017/06/27,"1,135.20"
2017/06/28,"1,136.40"
2017/06/29,"1,141.70"
2017/06/30,"1,139.60"
2017/07/01,""
2017/07/02,""
2017/07/03,"1,144.00"
2017/07/04,"1,145.00"
2017/07/05,"1,149.30"
2017/07/06,"1,149.30"
2017/07/07,"1,153.50"
2017/07/08,""
2017/07/09,""
2017/07/10,"1,155.80"
2017/07/11,"1,149.90"
2017/07/12,"1,150.10"
2017/07/13,"1,145.60"
2017/07/14,"1,137.50"
2017/07/15,""
2017/07/16,""
2017/07/17,"1,136.00"
2017/07/18,"1,128.20"
2017/07/19,"1,126.30"
2017/07/20,"1,121.80"
2017/07/21,"1,124.90"
2017/07/22,""
2017/07/23,""
2017/07/24,"1,121.20"
2017/07/25,"1,116.10"
2017/07/26,"1,116.10"
2017/07/27,"1,120.30"
2017/07/28,"1,112.50"
2017/07/29,""
2017/07/30,""
2017/07/31,"1,119.10"
2017/08/01,"1,121.90"
2017/08/02,"1,118.00"
2017/08/03,"1,123.20"
2017/08/04,"1,127.60"
2017/08/05,""
2017/08/06,""
2017/08/07,"1,125.40"
2017/08/08,"1,127.30"
2017/08/09,"1,125.40"
2017/08/10,"1,134.70"
2017/08/11,"1,141.10"
2017/08/12,""
2017/08/13,""
2017/08/14,"1,146.30"
2017/08/15,""
2017/08/16,"1,138.20"
2017/08/17,"1,139.60"
2017/08/18,"1,135.90"
2017/08/19,""
2017/08/20,""
2017/08/21,"1,142.00"
2017/08/22,"1,138.30"
2017/08/23,"1,135.60"
2017/08/24,"1,130.90"
2017/08/25,"1,127.30"
2017/08/26,""
2017/08/27,""
2017/08/28,"1,129.20"
2017/08/29,"1,120.40"
2017/08/30,"1,126.20"
2017/08/31,"1,122.80"
2017/09/01,"1,125.80"
2017/09/02,""
2017/09/03,""
2017/09/04,"1,122.70"
2017/09/05,"1,131.50"
2017/09/06,"1,131.30"
2017/09/07,"1,133.70"
2017/09/08,"1,129.60"
2017/09/09,""
2017/09/10,""
2017/09/11,"1,126.80"
2017/09/12,"1,129.50"
2017/09/13,"1,129.80"
2017/09/14,"1,127.50"
2017/09/15,"1,132.50"
2017/09/16,""
2017/09/17,""
2017/09/18,"1,133.50"
2017/09/19,"1,127.90"
2017/09/20,"1,130.00"
2017/09/21,"1,129.10"
2017/09/22,"1,132.80"
2017/09/23,""
2017/09/24,""
2017/09/25,"1,136.30"
2017/09/26,"1,130.70"
2017/09/27,"1,136.30"
2017/09/28,"1,139.40"
2017/09/29,"1,146.70"
2017/09/30,""
2017/10/01,""
2017/10/02,""
2017/10/03,""
2017/10/04,""
2017/10/05,""
2017/10/06,""
2017/10/07,""
2017/10/08,""
2017/10/09,""
2017/10/10,"1,145.70"
2017/10/11,"1,138.20"
2017/10/12,"1,135.20"
2017/10/13,"1,133.70"
2017/10/14,""
2017/10/15,""
2017/10/16,"1,130.80"
2017/10/17,"1,127.30"
2017/10/18,"1,131.40"
2017/10/19,"1,130.40"
2017/10/20,"1,132.30"
2017/10/21,""
2017/10/22,""
2017/10/23,"1,131.90"
2017/10/24,"1,131.90"
2017/10/25,"1,128.30"
2017/10/26,"1,128.30"
2017/10/27,"1,124.70"
2017/10/28,""
2017/10/29,""
2017/10/30,"1,130.00"
2017/10/31,"1,125.00"
2017/11/01,"1,121.20"
2017/11/02,"1,116.80"
2017/11/03,"1,113.30"
2017/11/04,""
2017/11/05,""
2017/11/06,"1,112.70"
2017/11/07,"1,116.70"
2017/11/08,"1,111.60"
2017/11/09,"1,114.30"
2017/11/10,"1,114.30"
2017/11/11,""
2017/11/12,""
2017/11/13,"1,117.20"
2017/11/14,"1,120.70"
2017/11/15,"1,118.50"
2017/11/16,"1,114.40"
2017/11/17,"1,104.10"
2017/11/18,""
2017/11/19,""
2017/11/20,"1,096.10"
2017/11/21,"1,098.90"
2017/11/22,"1,097.30"
2017/11/23,"1,091.30"
2017/11/24,"1,088.20"
2017/11/25,""
2017/11/26,""
2017/11/27,"1,085.00"
2017/11/28,"1,087.60"
2017/11/29,"1,088.30"
2017/11/30,"1,082.40"
2017/12/01,"1,085.10"
2017/12/02,""
2017/12/03,""
2017/12/04,"1,087.10"
2017/12/05,"1,088.30"
2017/12/06,"1,084.30"
2017/12/07,"1,091.90"
2017/12/08,"1,092.70"
2017/12/09,""
2017/12/10,""
2017/12/11,"1,093.40"
2017/12/12,"1,092.40"
2017/12/13,"1,090.10"
2017/12/14,"1,091.90"
2017/12/15,"1,086.70"
2017/12/16,""
2017/12/17,""
2017/12/18,"1,089.30"
2017/12/19,"1,089.10"
2017/12/20,"1,086.80"
2017/12/21,"1,082.90"
2017/12/22,"1,080.60"
2017/12/23,""
2017/12/24,""
2017/12/25,""
2017/12/26,"1,079.20"
2017/12/27,"1,077.10"
2017/12/28,"1,075.20"
2017/12/29,"1,071.40"
2017/12/30,""
2017/12/31,""
2018/01/01,""
2018/01/02,"1,071.40"
2018/01/03,"1,064.30"
2018/01/04,"1,065.40"
2018/01/05,"1,065.50"
2018/01/06,""
2018/01/07,""
2018/01/08,"1,062.10"
2018/01/09,"1,065.20"
2018/01/10,"1,067.10"
2018/01/11,"1,070.70"
2018/01/12,"1,071.20"
2018/01/13,""
2018/01/14,""
2018/01/15,"1,064.70"
2018/01/16,"1,061.30"
2018/01/17,"1,064.00"
2018/01/18,"1,065.80"
2018/01/19,"1,069.40"
2018/01/20,""
2018/01/21,""
2018/01/22,"1,067.30"
2018/01/23,"1,068.90"
2018/01/24,"1,069.70"
2018/01/25,"1,070.60"
2018/01/26,"1,061.70"
2018/01/27,""
2018/01/28,""
2018/01/29,"1,064.80"
2018/01/30,"1,064.80"
2018/01/31,"1,071.50"
2018/02/01,"1,071.00"
2018/02/02,"1,071.10"
2018/02/03,""
2018/02/04,""
2018/02/05,"1,076.70"
2018/02/06,"1,089.80"
2018/02/07,"1,094.30"
2018/02/08,"1,083.30"
2018/02/09,"1,087.80"
2018/02/10,""
2018/02/11,""
2018/02/12,"1,092.70"
2018/02/13,"1,083.40"
2018/02/14,"1,082.80"
2018/02/15,""
2018/02/16,""
2018/02/17,""
2018/02/18,""
2018/02/19,"1,079.90"
2018/02/20,"1,068.00"
2018/02/21,"1,070.30"
2018/02/22,"1,075.30"
2018/02/23,"1,082.90"
2018/02/24,""
2018/02/25,""
2018/02/26,"1,078.50"
2018/02/27,"1,073.70"
2018/02/28,"1,071.00"
2018/03/01,""
2018/03/02,"1,081.90"
2018/03/03,""
2018/03/04,""
2018/03/05,"1,081.30"
2018/03/06,"1,080.50"
2018/03/07,"1,075.40"
2018/03/08,"1,068.70"
2018/03/09,"1,068.40"
2018/03/10,""
2018/03/11,""
2018/03/12,"1,069.20"
2018/03/13,"1,064.30"
2018/03/14,"1,065.80"
2018/03/15,"1,065.80"
2018/03/16,"1,065.80"
2018/03/17,""
2018/03/18,""
2018/03/19,"1,069.60"
2018/03/20,"1,071.20"
2018/03/21,"1,071.00"
2018/03/22,"1,071.40"
2018/03/23,"1,069.20"
2018/03/24,""
2018/03/25,""
2018/03/26,"1,080.80"
2018/03/27,"1,081.20"
2018/03/28,"1,072.20"
2018/03/29,"1,069.40"
2018/03/30,"1,066.50"
2018/03/31,""
2018/04/01,""
2018/04/02,"1,064.40"
2018/04/03,"1,058.10"
2018/04/04,"1,057.80"
2018/04/05,"1,057.60"
2018/04/06,"1,059.50"
2018/04/07,""
2018/04/08,""
2018/04/09,"1,066.00"
2018/04/10,"1,067.50"
2018/04/11,"1,067.70"
2018/04/12,"1,066.40"
2018/04/13,"1,068.70"
2018/04/14,""
2018/04/15,""
2018/04/16,"1,070.00"
2018/04/17,"1,073.10"
2018/04/18,"1,068.40"
2018/04/19,"1,066.50"
2018/04/20,"1,063.50"
2018/04/21,""
2018/04/22,""
2018/04/23,"1,067.30"
2018/04/24,"1,068.90"
2018/04/25,"1,076.90"
2018/04/26,"1,078.70"
2018/04/27,"1,079.70"
2018/04/28,""
2018/04/29,""
2018/04/30,"1,076.20"
2018/05/01,""
2018/05/02,"1,067.50"
2018/05/03,"1,074.90"
2018/05/04,"1,076.50"
2018/05/05,""
2018/05/06,""
2018/05/07,""
2018/05/08,"1,076.70"
2018/05/09,"1,078.20"
2018/05/10,"1,081.30"
2018/05/11,"1,075.30"
2018/05/12,""
2018/05/13,""
2018/05/14,"1,068.60"
2018/05/15,"1,066.60"
2018/05/16,"1,072.60"
2018/05/17,"1,078.70"
2018/05/18,"1,079.30"
2018/05/19,""
2018/05/20,""
2018/05/21,"1,080.00"
2018/05/22,""
2018/05/23,"1,083.80"
2018/05/24,"1,078.80"
2018/05/25,"1,079.70"
2018/05/26,""
2018/05/27,""
2018/05/28,"1,078.70"
2018/05/29,"1,073.20"
2018/05/30,"1,076.10"
2018/05/31,"1,081.30"
2018/06/01,"1,076.40"
2018/06/02,""
2018/06/03,""
2018/06/04,"1,076.00"
2018/06/05,"1,070.90"
2018/06/06,""
2018/06/07,"1,069.60"
2018/06/08,"1,067.90"
2018/06/09,""
2018/06/10,""
2018/06/11,"1,073.20"
2018/06/12,"1,073.50"
2018/06/13,""
2018/06/14,"1,075.10"
2018/06/15,"1,082.50"
2018/06/16,""
2018/06/17,""
2018/06/18,"1,091.40"
2018/06/19,"1,104.40"
2018/06/20,"1,105.50"
2018/06/21,"1,108.00"
2018/06/22,"1,109.00"
2018/06/23,""
2018/06/24,""
2018/06/25,"1,108.90"
2018/06/26,"1,116.10"
2018/06/27,"1,115.20"
2018/06/28,"1,117.90"
2018/06/29,"1,121.70"
2018/06/30,""
2018/07/01,""
2018/07/02,"1,117.20"
2018/07/03,"1,117.40"
2018/07/04,"1,121.10"
2018/07/05,"1,115.30"
2018/07/06,"1,118.40"
2018/07/07,""
2018/07/08,""
2018/07/09,"1,117.80"
2018/07/10,"1,112.30"
2018/07/11,"1,113.80"
2018/07/12,"1,120.80"
2018/07/13,"1,127.80"
2018/07/14,""
2018/07/15,""
2018/07/16,"1,123.40"
2018/07/17,"1,128.70"
2018/07/18,"1,125.20"
2018/07/19,"1,128.90"
2018/07/20,"1,131.20"
2018/07/21,""
2018/07/22,""
2018/07/23,"1,134.80"
2018/07/24,"1,128.50"
2018/07/25,"1,135.20"
2018/07/26,"1,127.50"
2018/07/27,"1,119.60"
2018/07/28,""
2018/07/29,""
2018/07/30,"1,120.00"
2018/07/31,"1,116.70"
2018/08/01,"1,117.90"
2018/08/02,"1,119.30"
2018/08/03,"1,122.60"
2018/08/04,""
2018/08/05,""
2018/08/06,"1,128.10"
2018/08/07,"1,123.50"
2018/08/08,"1,125.70"
2018/08/09,"1,118.80"
2018/08/10,"1,117.90"
2018/08/11,""
2018/08/12,""
2018/08/13,"1,126.30"
2018/08/14,"1,133.70"
2018/08/15,""
2018/08/16,"1,132.10"
2018/08/17,"1,130.70"
2018/08/18,""
2018/08/19,""
2018/08/20,"1,125.60"
2018/08/21,"1,121.70"
2018/08/22,"1,118.20"
2018/08/23,"1,118.70"
2018/08/24,"1,120.80"
2018/08/25,""
2018/08/26,""
2018/08/27,"1,121.80"
2018/08/28,"1,114.30"
2018/08/29,"1,110.00"
2018/08/30,"1,108.80"
2018/08/31,"1,108.80"
2018/09/01,""
2018/09/02,""
2018/09/03,"1,113.30"
2018/09/04,"1,113.50"
2018/09/05,"1,114.20"
2018/09/06,"1,117.60"
2018/09/07,"1,121.20"
2018/09/08,""
2018/09/09,""
2018/09/10,"1,123.10"
2018/09/11,"1,128.10"
2018/09/12,"1,126.80"
2018/09/13,"1,127.30"
2018/09/14,"1,121.20"
2018/09/15,""
2018/09/16,""
2018/09/17,"1,119.20"
2018/09/18,"1,126.20"
2018/09/19,"1,126.30"
2018/09/20,"1,123.00"
2018/09/21,"1,119.90"
2018/09/22,""
2018/09/23,""
2018/09/24,""
2018/09/25,""
2018/09/26,""
2018/09/27,"1,116.60"
2018/09/28,"1,112.70"
2018/09/29,""
2018/09/30,""
2018/10/01,"1,110.20"
2018/10/02,"1,110.90"
2018/10/03,""
2018/10/04,"1,116.40"
2018/10/05,"1,128.30"
2018/10/06,""
2018/10/07,""
2018/10/08,"1,130.70"
2018/10/09,""
2018/10/10,"1,131.70"
2018/10/11,"1,132.50"
2018/10/12,"1,142.50"
2018/10/13,""
2018/10/14,""
2018/10/15,"1,133.30"
2018/10/16,"1,133.40"
2018/10/17,"1,128.10"
2018/10/18,"1,125.00"
2018/10/19,"1,132.60"
2018/10/20,""
2018/10/21,""
2018/10/22,"1,134.30"
2018/10/23,"1,130.90"
2018/10/24,"1,135.80"
2018/10/25,"1,132.20"
2018/10/26,"1,138.50"
2018/10/27,""
2018/10/28,""
2018/10/29,"1,140.60"
2018/10/30,"1,138.60"
2018/10/31,"1,140.60"
2018/11/01,"1,139.20"
2018/11/02,"1,138.80"
2018/11/03,""
2018/11/04,""
2018/11/05,"1,125.50"
2018/11/06,"1,122.70"
2018/11/07,"1,122.50"
2018/11/08,"1,120.90"
2018/11/09,"1,118.40"
2018/11/10,""
2018/11/11,""
2018/11/12,"1,125.70"
2018/11/13,"1,132.00"
2018/11/14,"1,135.70"
2018/11/15,"1,132.40"
2018/11/16,"1,130.30"
2018/11/17,""
2018/11/18,""
2018/11/19,"1,128.70"
2018/11/20,"1,127.40"
2018/11/21,"1,127.50"
2018/11/22,"1,131.30"
2018/11/23,"1,129.00"
2018/11/24,""
2018/11/25,""
2018/11/26,"1,130.50"
2018/11/27,"1,129.90"
2018/11/28,"1,129.70"
2018/11/29,"1,128.90"
2018/11/30,"1,121.80"
2018/12/01,""
2018/12/02,""
2018/12/03,"1,120.30"
2018/12/04,"1,113.70"
2018/12/05,"1,109.80"
2018/12/06,"1,113.60"
2018/12/07,"1,117.80"
2018/12/08,""
2018/12/09,""
2018/12/10,"1,118.20"
2018/12/11,"1,124.70"
2018/12/12,"1,129.40"
2018/12/13,"1,127.60"
2018/12/14,"1,124.00"
2018/12/15,""
2018/12/16,""
2018/12/17,"1,129.20"
2018/12/18,"1,131.60"
2018/12/19,"1,129.90"
2018/12/20,"1,125.10"
2018/12/21,"1,128.90"
2018/12/22,""
2018/12/23,""
2018/12/24,"1,123.90"
2018/12/25,""
2018/12/26,"1,125.20"
2018/12/27,"1,125.60"
2018/12/28,"1,121.30"
2018/12/29,""
2018/12/30,""
2018/12/31,"1,118.10"
2019/01/01,""
2019/01/02,"1,118.10"
2019/01/03,"1,119.00"
2019/01/04,"1,127.50"
2019/01/05,""
2019/01/06,""
2019/01/07,"1,125.20"
2019/01/08,"1,118.00"
2019/01/09,"1,121.70"
2019/01/10,"1,121.60"
2019/01/11,"1,118.90"
2019/01/12,""
2019/01/13,""
2019/01/14,"1,117.60"
2019/01/15,"1,121.40"
2019/01/16,"1,120.10"
2019/01/17,"1,122.00"
2019/01/18,"1,121.40"
2019/01/19,""
2019/01/20,""
2019/01/21,"1,121.30"
2019/01/22,"1,126.50"
2019/01/23,"1,130.20"
2019/01/24,"1,128.20"
2019/01/25,"1,128.00"
2019/01/26,""
2019/01/27,""
2019/01/28,"1,125.10"
2019/01/29,"1,116.90"
2019/01/30,"1,118.10"
2019/01/31,"1,117.20"
2019/02/01,"1,111.60"
2019/02/02,""
2019/02/03,""
2019/02/04,""
2019/02/05,""
2019/02/06,""
2019/02/07,"1,116.80"
2019/02/08,"1,123.40"
2019/02/09,""
2019/02/10,""
2019/02/11,"1,124.50"
2019/02/12,"1,124.50"
2019/02/13,"1,124.60"
2019/02/14,"1,121.70"
2019/02/15,"1,125.00"
2019/02/16,""
2019/02/17,""
2019/02/18,"1,127.70"
2019/02/19,"1,124.70"
2019/02/20,"1,127.50"
2019/02/21,"1,122.60"
2019/02/22,"1,124.40"
2019/02/23,""
2019/02/24,""
2019/02/25,"1,125.70"
2019/02/26,"1,120.80"
2019/02/27,"1,118.30"
2019/02/28,"1,117.80"
2019/03/01,""
2019/03/02,""
2019/03/03,""
2019/03/04,"1,119.90"
2019/03/05,"1,125.00"
2019/03/06,"1,125.80"
2019/03/07,"1,127.80"
2019/03/08,"1,128.30"
2019/03/09,""
2019/03/10,""
2019/03/11,"1,134.00"
2019/03/12,"1,134.50"
2019/03/13,"1,128.70"
2019/03/14,"1,131.50"
2019/03/15,"1,132.70"
2019/03/16,""
2019/03/17,""
2019/03/18,"1,136.10"
2019/03/19,"1,133.70"
2019/03/20,"1,130.90"
2019/03/21,"1,130.40"
2019/03/22,"1,125.80"
2019/03/23,""
2019/03/24,""
2019/03/25,"1,129.80"
2019/03/26,"1,134.90"
2019/03/27,"1,132.10"
2019/03/28,"1,134.70"
2019/03/29,"1,137.80"
2019/03/30,""
2019/03/31,""
2019/04/01,"1,136.10"
2019/04/02,"1,132.70"
2019/04/03,"1,135.80"
2019/04/04,"1,134.90"
2019/04/05,"1,135.50"
2019/04/06,""
2019/04/07,""
2019/04/08,"1,136.40"
2019/04/09,"1,141.40"
2019/04/10,"1,142.80"
2019/04/11,"1,141.20"
2019/04/12,"1,139.20"
2019/04/13,""
2019/04/14,""
2019/04/15,"1,140.50"
2019/04/16,"1,133.90"
2019/04/17,"1,135.70"
2019/04/18,"1,136.10"
2019/04/19,"1,136.20"
2019/04/20,""
2019/04/21,""
2019/04/22,"1,137.10"
2019/04/23,"1,140.80"
2019/04/24,"1,141.10"
2019/04/25,"1,146.90"
2019/04/26,"1,158.70"
2019/04/27,""
2019/04/28,""
2019/04/29,"1,159.70"
2019/04/30,"1,158.20"
2019/05/01,""
2019/05/02,"1,163.80"
2019/05/03,"1,163.90"
2019/05/04,""
2019/05/05,""
2019/05/06,""
2019/05/07,"1,169.40"
2019/05/08,"1,169.80"
2019/05/09,"1,169.90"
2019/05/10,"1,175.80"
2019/05/11,""
2019/05/12,""
2019/05/13,"1,178.10"
2019/05/14,"1,183.10"
2019/05/15,"1,187.00"
2019/05/16,"1,189.40"
2019/05/17,"1,189.80"
2019/05/18,""
2019/05/19,""
2019/05/20,"1,192.70"
2019/05/21,"1,192.90"
2019/05/22,"1,193.30"
2019/05/23,"1,194.60"
2019/05/24,"1,191.20"
2019/05/25,""
2019/05/26,""
2019/05/27,"1,189.60"
2019/05/28,"1,184.10"
2019/05/29,"1,187.60"
2019/05/30,"1,193.10"
2019/05/31,"1,190.00"
2019/06/01,""
2019/06/02,""
2019/06/03,"1,191.20"
2019/06/04,"1,183.00"
2019/06/05,"1,181.50"
2019/06/06,""
2019/06/07,"1,179.80"
2019/06/08,""
2019/06/09,""
2019/06/10,"1,179.50"
2019/06/11,"1,184.00"
2019/06/12,"1,181.70"
