date,close,vol_usd,mktcap_usd,vol_btc,mktcap_btc,fed_rate,gold_usd,kospi,ex_rate
2015-04-28,225.85,21469200,3185425042,95059.55280053132,14104162.240425061,0.12,1209.0,2147.67,1074.5
2015-04-29,225.81,18936500,3185479101,83860.3250520349,14106900.053142022,0.12,1209.0,2142.63,1070.9
2015-04-30,236.15,33818600,3332094504,143208.13042557696,14110076.23967817,0.12,1180.25,2127.17,1068.1
2015-05-01,232.08,18815300,3275574610,81072.47500861771,14113989.184763873,0.12,1175.95,2127.17,1068.1
2015-05-02,234.93,12535500,3316683008,53358.447197037414,14117750.002128294,0.12,1175.95,2127.17,1068.1
2015-05-03,240.36,18494100,3394161416,76943.33499750374,14121157.4970877,0.12,1175.95,2127.17,1068.1
2015-05-04,239.02,21223400,3375997790,88793.40640950548,14124331.813237386,0.12,1175.95,2132.23,1069.5
2015-05-05,236.12,23929100,3335976518,101342.96120616635,14128309.833982721,0.12,1197.0,2132.23,1069.5
2015-05-06,229.78,29587200,3247353903,128763.1647662982,14132448.006789103,0.12,1194.25,2104.58,1080.5
2015-05-07,237.33,29064400,3354923757,122464.0795516791,14136113.24737707,0.12,1187.0,2091.0,1081.0
2015-05-08,243.86,27445500,3448119178,112546.13302714672,14139748.946116624,0.12,1186.0,2085.52,1086.6
2015-05-09,241.83,19790500,3420193701,81836.41400984162,14142966.964396477,0.12,1186.0,2085.52,1086.6
2015-05-10,240.3,15019100,3399245238,62501.456512692464,14145839.525593009,0.12,1186.0,2085.52,1086.6
2015-05-11,242.16,20892300,3426529646,86274.77700693757,14149858.135117278,0.12,1189.25,2097.38,1091.3
2015-05-12,241.11,19282600,3412644998,79974.28559578615,14153892.405955788,0.12,1191.5,2096.77,1089.9
2015-05-13,236.38,27180100,3346584200,114984.7702851341,14157645.316862678,0.12,1210.5,2114.16,1096.2
2015-05-14,236.93,24413700,3355311496,103041.82669986915,14161615.228126451,0.12,1225.0,2120.33,1094.9
2015-05-15,237.6,16329400,3365752047,68726.43097643097,14165623.093434343,0.12,1220.5,2106.5,1093.6
2015-05-16,236.15,11089700,3345969203,46960.40652127885,14168829.993648104,0.12,1220.5,2106.5,1093.6
2015-05-17,236.8,11134300,3356176986,47019.84797297297,14173044.704391891,0.12,1220.5,2106.5,1093.6
2015-05-18,233.13,16780300,3304944920,71978.29537168104,14176403.380088363,0.12,1223.5,2113.72,1089.2
2015-05-19,231.95,14241900,3288950473,61400.73291657685,14179566.600560466,0.12,1214.3,2120.85,1085.5
2015-05-20,234.02,15499400,3319170901,66231.09135971284,14183278.783864627,0.12,1210.5,2139.54,1090.9
2015-05-21,235.34,15108900,3338890048,64200.305940341634,14187516.138353022,0.12,1205.0,2122.81,1095.2
2015-05-22,240.35,27003000,3410712372,112348.65820678178,14190606.914915748,0.12,1204.1,2146.1,1094.4
2015-05-23,238.87,14605000,3390435704,61142.043789508934,14193643.839745468,0.12,1204.1,2146.1,1094.4
2015-05-24,240.95,11508000,3420845884,47760.94625440963,14197326.764888981,0.12,1204.1,2146.1,1094.4
2015-05-25,237.11,14423900,3367127977,60832.103243220445,14200700.0,0.12,1204.1,2146.1,1094.4
2015-05-26,237.12,16425000,3368066799,69268.72469635628,14204060.387145748,0.12,1185.4,2143.5,1090.8
2015-05-27,237.28,18837000,3371257543,79387.2218476062,14207929.6316588,0.12,1185.85,2107.5,1098.4
2015-05-28,237.41,13829600,3373816958,58251.969167263385,14210930.28094857,0.12,1185.0,2110.89,1107.0
2015-05-29,237.1,14805000,3370295930,62442.00759173345,14214660.185575707,0.12,1191.4,2114.8,1108.0
2015-05-30,233.35,14098600,3317769214,60418.25583886865,14217995.34604671,0.12,1191.4,2114.8,1108.0
2015-05-31,230.19,14730800,3273756425,63994.091837177984,14221974.99891394,0.12,1191.4,2114.8,1108.0
2015-06-01,222.93,26090500,3171172508,117034.49513300139,14224969.757322926,0.13,1199.9,2102.37,1107.6
2015-06-02,225.8,20459000,3212962177,90606.73162090345,14229239.047829937,0.13,1192.8,2078.64,1111.6
2015-06-03,225.87,17752400,3214774292,78595.65236640545,14232852.047638021,0.13,1190.0,2063.16,1114.5
2015-06-04,224.32,14728100,3193504505,65656.6512125535,14236378.856098432,0.13,1176.0,2072.86,1106.0
2015-06-05,224.95,18056500,3203220875,80268.94865525673,14239701.600355634,0.13,1164.6,2068.1,1109.9
2015-06-06,225.62,11131500,3213722676,49337.3814378158,14243961.865082882,0.13,1164.6,2068.1,1109.9
2015-06-07,222.88,13318400,3175547196,59755.92246949031,14247788.92677674,0.13,1164.6,2068.1,1109.9
2015-06-08,228.49,23378400,3256350969,102316.95041358484,14251612.626373146,0.13,1172.8,2065.19,1112.1
2015-06-09,229.05,28353100,3265176585,123785.63632394673,14255300.523903077,0.13,1177.4,2064.03,1121.5
2015-06-10,228.8,15904800,3262644979,69513.98601398601,14259811.971153846,0.13,1188.5,2051.32,1119.3
2015-06-11,229.71,14416000,3276293900,62757.389752296374,14262739.541160593,0.13,1178.5,2056.61,1117.3
2015-06-12,229.98,14017700,3281061201,60951.821897556314,14266724.067310201,0.13,1182.8,2052.17,1110.4
2015-06-13,232.4,13305300,3316504361,57251.72117039587,14270672.80981067,0.13,1182.8,2052.17,1110.4
2015-06-14,233.54,12165900,3333657006,52093.4315320716,14274458.362593133,0.13,1182.8,2052.17,1110.4
2015-06-15,236.82,19912100,3381329191,84081.1586859218,14278055.869436704,0.13,1181.4,2042.32,1111.9
2015-06-16,250.9,41612000,3582987588,165850.9366281387,14280540.40653647,0.13,1177.75,2028.72,1116.2
2015-06-17,249.28,43858400,3560953387,175940.3080872914,14284954.21614249,0.13,1178.0,2034.86,1117.3
2015-06-18,249.01,30980200,3557986321,124413.47737038674,14288527.854303041,0.13,1201.85,2041.88,1117.6
2015-06-19,244.61,23965300,3495994564,97973.50885082375,14292116.283062834,0.13,1203.4,2046.96,1109.9
2015-06-20,245.21,20608100,3505477188,84042.6573141389,14295816.598018024,0.13,1203.4,2046.96,1109.9
2015-06-21,243.94,10600900,3488106467,43456.99762236616,14299034.463392638,0.13,1203.4,2046.96,1109.9
2015-06-22,246.99,17692500,3532599174,71632.45475525325,14302600.0,0.13,1185.5,2055.16,1104.0
2015-06-23,244.3,15108700,3494929113,61844.86287351617,14305890.761358984,0.13,1178.0,2081.2,1099.9
2015-06-24,240.51,17344900,3441763637,72117.16768533533,14310272.491788283,0.13,1173.75,2085.53,1104.1
2015-06-25,242.8,16133100,3475370256,66446.04612850082,14313716.0461285,0.13,1172.65,2085.06,1108.4
2015-06-26,243.59,13983500,3487699724,57405.88694117164,14317910.111252515,0.13,1170.5,2090.26,1109.6
2015-06-27,250.99,20488600,3594402691,81631.14068289573,14320900.0,0.13,1170.5,2090.26,1109.6
2015-06-28,249.01,15137600,3566939394,60791.13288622947,14324482.526806153,0.13,1170.5,2090.26,1109.6
2015-06-29,257.06,34742900,3683193712,135154.8276666926,14328147.949894967,0.13,1176.0,2060.49,1115.1
2015-06-30,263.07,44533800,3770229522,169284.98118371537,14331658.957691869,0.13,1171.0,2074.2,1124.1
2015-07-01,258.62,27029800,3707306173,104515.505374681,14334955.428814476,0.13,1168.0,2097.89,1118.3
2015-07-02,255.41,21551900,3662295200,84381.58255354136,14338887.279276459,0.13,1165.25,2107.33,1118.5
2015-07-03,256.34,19033800,3676575981,74252.16509323556,14342576.191776548,0.13,1167.95,2104.41,1123.2
2015-07-04,260.89,15620400,3742827088,59873.509908390515,14346380.037563724,0.13,1167.95,2104.41,1123.2
2015-07-05,271.91,44156100,3901985539,162392.33569931224,14350283.325365009,0.13,1167.95,2104.41,1123.2
2015-07-06,269.03,49154800,3861831490,182711.22179682564,14354650.00185853,0.13,1166.0,2053.93,1120.1
2015-07-07,266.21,28857600,3822200106,108401.63780474063,14357838.19540964,0.13,1156.25,2040.29,1126.3
2015-07-08,270.79,36980200,3889020940,136564.12718342626,14361759.813877912,0.13,1158.5,2016.21,1129.6
2015-07-09,269.23,40301200,3867547719,149690.59911599747,14365218.285480814,0.13,1164.25,2027.81,1135.7
2015-07-10,284.89,100390000,4093705987,352381.62097651727,14369426.7506757,0.13,1159.3,2031.17,1136.2
2015-07-11,293.11,41109900,4212919911,140254.17078912354,14373170.178431304,0.13,1159.3,2031.17,1136.2
2015-07-12,310.87,56405000,4469117252,181442.40357705794,14376161.26355068,0.13,1159.3,2031.17,1136.2
2015-07-13,292.05,62053900,4199736520,212476.9731210409,14380196.952576613,0.13,1154.0,2061.52,1130.0
2015-07-14,287.46,28727200,4134767190,99934.5995964656,14383800.146107286,0.13,1157.4,2059.23,1131.5
2015-07-15,285.83,27486600,4112343300,96164.15351782528,14387374.66326138,0.13,1147.4,2072.91,1139.4
2015-07-16,278.09,49482600,4001916229,177937.35840914815,14390723.251465354,0.13,1144.4,2087.89,1141.5
2015-07-17,279.47,27591400,4022845730,98727.59151250581,14394553.011056641,0.13,1132.8,2076.79,1148.4
2015-07-18,274.9,25187100,3958065833,91622.77191706076,14398202.375409242,0.13,1132.8,2076.79,1148.4
2015-07-19,273.61,15332500,3940581988,56037.791016410214,14402185.548773801,0.13,1132.8,2076.79,1148.4
2015-07-20,278.98,22711400,4018965413,81408.70313284105,14405926.636318015,0.13,1104.6,2073.31,1146.3
2015-07-21,275.83,22930700,3974491489,83133.45176376755,14409206.717905957,0.13,1105.6,2083.62,1151.9
2015-07-22,277.22,19389800,3995572964,69943.72700382367,14413003.982396651,0.13,1088.6,2064.73,1158.4
2015-07-23,276.05,18531300,3979625902,67130.23003079151,14416322.774859626,0.13,1097.4,2065.07,1152.6
2015-07-24,288.28,37199400,4157148934,129039.12862494797,14420524.954904955,0.13,1080.8,2045.96,1162.3
2015-07-25,288.7,20662200,4164295442,71569.7956356079,14424300.110841705,0.13,1080.8,2045.96,1162.3
2015-07-26,292.69,16032300,4222888242,54775.701253886364,14427852.820390174,0.13,1080.8,2045.96,1162.3
2015-07-27,293.62,30592000,4237522843,104189.08793678904,14431996.604454737,0.13,1100.0,2038.81,1164.6
2015-07-28,294.43,25453600,4250112630,86450.42964371837,14435052.915803416,0.13,1096.2,2039.1,1168.9
2015-07-29,289.59,24672600,4181390010,85198.38392209676,14439000.000000002,0.13,1090.25,2037.62,1166.2
2015-07-30,287.72,21635800,4155381827,75197.4141526484,14442450.392742943,0.13,1087.5,2019.03,1157.9
2015-07-31,284.65,23629100,4112089481,83011.06622167575,14446124.99912173,0.13,1098.4,2030.16,1166.3
2015-08-01,281.6,18995000,4069120370,67453.83522727272,14450001.313920453,0.14,1098.4,2030.16,1166.3
2015-08-02,282.61,17722200,4084832103,62709.033650613914,14453954.576978875,0.14,1098.4,2030.16,1166.3
2015-08-03,281.23,21474100,4065895598,76357.78544252035,14457545.7739217,0.14,1091.9,2008.49,1169.4
2015-08-04,285.22,21908700,4124558889,76813.33707313651,14460973.595820768,0.14,1090.65,2027.99,1165.2
2015-08-05,281.88,20128000,4077254001,71406.2721725557,14464502.628778204,0.14,1085.1,2029.76,1169.3
2015-08-06,278.58,18792100,4030445072,67456.74492066911,14467819.19735803,0.14,1089.75,2013.29,1172.1
2015-08-07,279.58,42484800,4045993359,151959.36762286286,14471683.80785464,0.14,1093.5,2010.23,1170.2
2015-08-08,261.0,58533000,3778049024,224264.36781609195,14475283.616858238,0.14,1093.5,2010.23,1170.2
2015-08-09,265.08,23789600,3838130130,89744.98264674816,14479138.86373925,0.14,1093.5,2010.23,1170.2
2015-08-10,264.47,20979400,3830352069,79326.19956894922,14483125.000945285,0.14,1097.0,2003.17,1164.3
2015-08-11,270.39,25433900,3917142819,94063.75975442879,14487010.684566738,0.14,1108.25,1986.65,1165.3
2015-08-12,266.38,26815400,3859888131,100665.96591335686,14490157.410466252,0.14,1119.0,1975.47,1170.4
2015-08-13,264.08,27685500,3827588724,104837.54922750682,14494050.0,0.14,1116.75,1983.46,1190.3
2015-08-14,265.68,27091200,3851715726,101969.28635953026,14497575.0,0.14,1118.25,1983.46,1190.3
2015-08-15,261.55,19321100,3792757590,73871.53507933473,14501080.443509845,0.14,1118.25,1983.46,1190.3
2015-08-16,258.51,29717000,3749501856,114954.93404510464,14504281.675757224,0.14,1118.25,1983.46,1190.3
2015-08-17,257.98,21617900,3742748055,83796.80595394991,14507900.050391503,0.14,1118.8,1968.52,1174.2
2015-08-18,211.08,42147200,3063104570,199674.05722948644,14511581.248815615,0.14,1111.45,1956.26,1182.2
2015-08-19,226.68,60869200,3290448603,268524.7926592553,14515831.140815245,0.14,1126.15,1939.38,1184.7
2015-08-20,235.35,32275000,3417123139,137136.18015721266,14519325.001062248,0.14,1147.7,1914.55,1185.1
2015-08-21,232.57,23173800,3377704243,99642.25824482951,14523387.552134842,0.14,1156.5,1876.07,1185.1
2015-08-22,230.39,23205900,3346961926,100724.42380311646,14527374.998914884,0.14,1156.5,1876.07,1185.1
2015-08-23,228.17,18406600,3315466697,80670.55265810581,14530686.317219617,0.14,1156.5,1876.07,1185.1
2015-08-24,210.49,59220700,3059460627,281346.8573328899,14534945.256306712,0.14,1166.5,1829.81,1192.0
2015-08-25,221.61,61089200,3221751642,275660.84562970983,14537934.398267224,0.14,1137.5,1846.63,1198.1
2015-08-26,225.83,31808000,3284040048,140849.31142895098,14542089.394677412,0.14,1120.75,1894.09,1194.6
2015-08-27,224.77,21905400,3269360632,97456.95599946611,14545360.2882947,0.14,1119.0,1908.0,1188.9
2015-08-28,231.4,31336600,3366649823,135421.78046672427,14549048.500432152,0.14,1135.0,1937.67,1184.3
2015-08-29,229.78,17142500,3344063019,74603.96901383932,14553325.002175994,0.14,1135.0,1937.67,1184.3
2015-08-30,228.76,19412600,3330085315,84860.11540479105,14557113.63437664,0.14,1135.0,1937.67,1184.3
2015-08-31,230.06,20710700,3349845416,90023.03746848648,14560746.83126141,0.14,1135.0,1941.49,1176.3
2015-09-01,228.12,20575200,3322548147,90194.63440294581,14564913.84797475,0.14,1142.3,1914.23,1183.0
2015-09-02,229.28,18760400,3340404203,81823.09839497558,14569104.16521284,0.14,1137.75,1915.22,1175.6
2015-09-03,227.18,17482000,3310618588,76952.19649617044,14572667.435513688,0.14,1128.0,1915.53,1178.0
2015-09-04,230.3,20962400,3356910010,91022.14502822405,14576248.415110724,0.14,1118.25,1886.04,1187.6
2015-09-05,235.02,20671400,3426594646,87955.91864522168,14580012.960599096,0.14,1118.25,1886.04,1187.6
2015-09-06,239.84,25473700,3497748612,106211.22414943295,14583675.0,0.14,1118.25,1886.04,1187.6
2015-09-07,239.85,21192200,3498762116,88356.05586825099,14587292.541171566,0.14,1119.5,1883.22,1191.0
2015-09-08,243.61,26879200,3554439286,110337.01407988177,14590695.316284224,0.14,1121.15,1878.68,1202.0
2015-09-09,238.17,23635700,3475960739,99238.77902338667,14594452.44573204,0.14,1109.85,1934.2,1203.1
2015-09-10,238.48,21215500,3481466104,88961.33847702114,14598566.353572628,0.14,1109.5,1962.11,1192.0
2015-09-11,240.11,19224700,3506204486,80066.21964932738,14602492.54924826,0.14,1100.25,1941.37,1195.8
2015-09-12,235.23,17962600,3435801820,76361.85860647027,14606137.907579817,0.14,1100.25,1941.37,1195.8
2015-09-13,230.51,18478800,3367774557,80164.85185024512,14610101.761311874,0.14,1100.25,1941.37,1195.8
2015-09-14,230.64,20997800,3370579521,91041.4498785987,14614028.446930282,0.14,1104.8,1931.46,1183.8
2015-09-15,230.3,19177800,3366532054,83273.12201476334,14618028.892748589,0.14,1105.95,1937.56,1181.0
2015-09-16,229.09,20144200,3349613966,87931.38068008206,14621388.82535248,0.14,1117.6,1975.45,1182.4
2015-09-17,229.81,18935400,3360247349,82395.89225882251,14621850.002175711,0.14,1117.5,1976.49,1179.4
2015-09-18,232.98,20242200,3408098085,86883.85269121814,14628286.054596962,0.14,1141.5,1995.95,1169.7
2015-09-19,231.49,12712600,3387141915,54916.4110760724,14631914.618342044,0.14,1141.5,1995.95,1169.7
2015-09-20,231.21,14444700,3383764499,62474.37394576359,14635026.594870463,0.14,1141.5,1995.95,1169.7
2015-09-21,227.09,19678800,3324121324,86656.39173895812,14637902.699370293,0.14,1133.25,1964.68,1166.7
2015-09-22,230.62,25009300,3376737583,108443.76029832625,14641998.018385222,0.14,1122.9,1982.06,1173.0
2015-09-23,230.28,17254100,3372747846,74926.61108216085,14646290.802501302,0.14,1131.35,1944.64,1177.2
2015-09-24,234.53,25097800,3435744312,107013.1752867437,14649487.536775678,0.14,1154.5,1947.1,1187.5
2015-09-25,235.14,22363600,3445723754,95107.59547503616,14653924.27490006,0.14,1146.65,1942.85,1191.8
2015-09-26,234.34,13724100,3434809258,58564.90569258342,14657375.002133653,0.14,1146.65,1942.85,1191.8
2015-09-27,232.76,14179900,3412467834,60920.69084035058,14660886.03711978,0.14,1146.65,1942.85,1191.8
2015-09-28,239.14,24713000,3506933730,103341.13908170947,14664772.64363971,0.14,1131.05,1942.85,1191.8
2015-09-29,236.69,22691300,3471967520,95869.28049347247,14668839.072204148,0.14,1132.1,1942.85,1191.8
2015-09-30,236.06,19743500,3463625759,83637.63449970346,14672650.0,0.14,1114.0,1962.81,1194.5
2015-10-01,237.55,20488800,3486370082,86250.47358450852,14676363.216165017,0.12,1119.0,1979.32,1190.4
2015-10-02,237.29,19677900,3483431578,82927.6412828185,14680060.592523916,0.12,1140.75,1969.68,1179.0
2015-10-03,238.73,16482700,3505385987,69043.2706404725,14683475.001047209,0.12,1140.75,1969.68,1179.0
2015-10-04,238.26,12999000,3499387367,54558.045832284064,14687263.35515823,0.12,1140.75,1969.68,1179.0
2015-10-05,240.38,23335900,3531508720,97079.20792079208,14691358.349280307,0.12,1139.75,1978.25,1180.5
2015-10-06,246.06,27535100,3615828118,111904.00715272698,14694904.161586605,0.12,1147.5,1990.65,1172.1
2015-10-07,242.97,22999200,3571170510,94658.59982713916,14697989.504877144,0.12,1144.6,2005.84,1164.8
2015-10-08,242.3,18515300,3562238314,76414.77507222451,14701767.701196862,0.12,1140.0,2019.53,1165.2
2015-10-09,243.93,17353100,3586932176,71139.67121715246,14704760.283687944,0.12,1151.55,2019.53,1165.2
2015-10-10,244.94,15912700,3602763687,64965.70588715604,14708760.05144117,0.12,1151.55,2019.53,1165.2
2015-10-11,247.05,16827300,3634686068,68112.93260473588,14712350.002023881,0.12,1151.55,2019.53,1165.2
2015-10-12,245.31,17388300,3609927997,70882.96441237618,14715780.021197667,0.12,1164.9,2021.63,1159.4
2015-10-13,249.51,28198500,3672589342,113015.51040038475,14719207.013746945,0.12,1165.2,2019.05,1147.4
2015-10-14,251.99,27462600,3710065546,108982.89614667249,14723066.5740704,0.12,1173.9,2009.55,1147.5
2015-10-15,254.32,25223500,3745440578,99180.16671909406,14727275.0,0.12,1184.25,2033.27,1150.1
2015-10-16,262.87,35901500,3872283809,136575.11317381216,14730793.962795299,0.12,1180.85,2030.26,1133.7
2015-10-17,270.64,43199600,3987684186,159620.1596216376,14734275.0,0.12,1180.85,2030.26,1133.7
2015-10-18,261.64,22434300,3856061829,85744.91667940683,14738043.987922337,0.12,1180.85,2030.26,1133.7
2015-10-19,263.44,25258800,3883581668,95880.65593683571,14741807.12116611,0.12,1175.4,2030.27,1128.9
2015-10-20,269.46,30889800,3973292564,114635.93854375418,14745389.163512211,0.12,1177.75,2039.36,1125.3
2015-10-21,266.27,25637300,3927192474,96283.09610545688,14748910.782288656,0.12,1167.1,2042.98,1130.1
2015-10-22,274.02,37808600,4042524308,137977.51988905921,14752661.513758121,0.12,1167.0,2023.0,1131.3
2015-10-23,276.5,29442500,4080023363,106482.82097649186,14755961.52983725,0.12,1161.25,2040.4,1138.2
2015-10-24,281.65,25942400,4157184875,92108.64548198119,14760109.621871118,0.12,1161.25,2040.4,1138.2
2015-10-25,283.68,45717100,4188180600,161157.28990411732,14763750.0,0.12,1161.25,2040.4,1138.2
2015-10-26,285.3,32108800,4213260473,112543.98878373641,14767825.00175254,0.12,1166.4,2048.08,1127.4
2015-10-27,293.79,46331800,4339689442,157703.8020354675,14771399.44177814,0.12,1165.7,2044.65,1134.1
2015-10-28,304.62,50808100,4500730950,166791.7405291839,14774902.993894031,0.12,1179.6,2042.51,1131.2
2015-10-29,313.86,64495900,4638392428,205492.57630790796,14778539.56541133,0.12,1148.6,2034.16,1132.9
2015-10-30,328.02,78305000,4849062146,238720.19998780562,14782824.663130298,0.12,1142.35,2029.47,1142.3
2015-10-31,314.17,48598100,4645486246,154687.27122258648,14786536.734888753,0.12,1142.35,2029.47,1142.3
2015-11-01,325.43,37001100,4813287206,113699.105798482,14790545.450634545,0.12,1142.35,2029.47,1142.3
2015-11-02,361.19,101918000,5343556482,282172.8176306099,14794309.039563665,0.12,1134.0,2035.24,1138.6
2015-11-03,403.42,206162000,5969855535,511035.64523325564,14798114.954637846,0.12,1123.1,2048.4,1140.1
2015-11-04,411.56,263900000,6092006971,641218.7773350179,14802232.896782972,0.12,1114.7,2052.77,1133.4
2015-11-05,386.35,151824992,5720251077,392972.6724472628,14805878.289116086,0.12,1106.3,2049.41,1129.5
2015-11-06,374.47,122687000,5545657295,327628.3814457767,14809350.001335219,0.12,1088.9,2041.07,1137.1
2015-11-07,386.48,56625100,5725035162,146514.95549575656,14813276.655971847,0.12,1088.9,2041.07,1137.1
2015-11-08,373.37,51817600,5532072311,138783.5123336101,14816595.631679032,0.12,1088.9,2041.07,1137.1
2015-11-09,380.26,68224400,5635560843,179415.13701151844,14820283.077368116,0.12,1089.6,2025.7,1138.6
2015-11-10,336.82,95797904,4993021697,284418.6924766938,14824005.988361737,0.12,1087.1,1996.59,1154.1
2015-11-11,311.08,107070000,4612831323,344187.9902275942,14828440.66799537,0.12,1085.9,1997.27,1158.2
2015-11-12,338.15,78477800,5015563456,232079.8462220908,14832362.726600623,0.12,1087.4,1993.36,1154.8
2015-11-13,336.75,52003000,4996160115,154426.13214550854,14836407.171492204,0.12,1081.5,1973.29,1154.5
2015-11-14,332.91,38612000,4940266781,115983.29878946261,14839646.694301762,0.12,1081.5,1973.29,1154.5
2015-11-15,320.17,44213100,4752464063,138092.5758190961,14843564.553206109,0.12,1081.5,1973.29,1154.5
2015-11-16,330.75,47980100,4911040461,145064.55026455026,14848194.893424036,0.12,1084.75,1943.02,1161.3
2015-11-17,335.09,51001600,4976765824,152202.69181413949,14852027.288191233,0.12,1079.2,1963.58,1172.7
2015-11-18,334.59,43783800,4970560298,130858.06509459339,14855674.999252819,0.12,1067.75,1962.88,1169.2
2015-11-19,326.15,45011100,4846272452,138007.3585773417,14859029.440441515,0.12,1082.6,1988.91,1173.4
2015-11-20,322.02,53152900,4786301542,165060.86578473388,14863367.31258928,0.12,1081.75,1989.86,1164.2
2015-11-21,326.93,28200500,4860628038,86258.5262900315,14867488.569418529,0.12,1081.75,1989.86,1164.2
2015-11-22,324.54,23439400,4826466938,72223.45473593393,14871716.700560793,0.12,1081.75,1989.86,1164.2
2015-11-23,323.05,27478900,4805632296,85060.8264974462,14875815.805602847,0.12,1070.5,2003.7,1156.9
2015-11-24,320.05,29362600,4762244474,91743.79003280737,14879689.029839087,0.12,1076.4,2016.29,1157.9
2015-11-25,328.21,41666900,4884886822,126951.95149447,14883418.610036258,0.12,1068.0,2009.42,1155.6
2015-11-26,352.68,106105000,5250750575,300853.4648973574,14888143.855619825,0.12,1071.0,2030.68,1145.1
2015-11-27,358.04,55179100,5331719786,154114.34476594793,14891408.18344319,0.12,1057.4,2028.99,1145.7
2015-11-28,357.38,36816600,5323252537,103018.07599753764,14895216.679724663,0.12,1057.4,2028.99,1145.7
2015-11-29,371.29,40409300,5531872177,108834.87301031538,14899060.51065205,0.12,1057.4,2028.99,1145.7
2015-11-30,377.32,71701600,5623195997,190028.6229195378,14902989.496978693,0.12,1061.9,1991.97,1150.4
2015-12-01,362.49,60452200,5403653927,166769.29018731552,14907042.75152418,0.24,1065.4,2023.93,1157.7
2015-12-02,359.19,54160500,5355891235,150785.0998079011,14911025.46006292,0.24,1055.4,2009.29,1158.1
2015-12-03,361.05,50714900,5384892776,140465.03254396896,14914534.762498269,0.24,1055.45,1994.07,1159.3
2015-12-04,363.18,35784100,5418154665,98529.9300622281,14918648.232281514,0.24,1079.25,1974.4,1167.4
2015-12-05,388.95,66282200,5804247032,170413.16364571283,14922861.632600592,0.24,1079.25,1974.4,1167.4
2015-12-06,388.78,77762000,5803305524,200015.43289263852,14926965.183394209,0.24,1079.25,1974.4,1167.4
2015-12-07,395.54,63455800,5905560136,160428.27526925216,14930374.010213884,0.24,1075.8,1963.67,1156.8
2015-12-08,415.56,57801400,6206381460,139092.790451439,14934982.81836558,0.24,1072.1,1949.04,1166.4
2015-12-09,417.56,90917200,6238015413,217734.4573234984,14939207.330683015,0.24,1081.0,1948.24,1176.0
2015-12-10,415.48,52138900,6209105142,125490.75767786655,14944414.03196303,0.24,1071.0,1952.07,1178.2
2015-12-11,451.94,110944000,6755795193,245483.91379386644,14948433.847413374,0.24,1072.5,1948.62,1177.5
2015-12-12,435.0,131969000,6504325267,303377.0114942529,14952471.87816092,0.24,1072.5,1948.62,1177.5
2015-12-13,433.76,55050600,6487293999,126914.88380671339,14955952.598210992,0.24,1072.5,1948.62,1177.5
2015-12-14,444.18,130496000,6645395797,293790.80552928994,14961042.363456257,0.24,1068.25,1927.82,1179.7
2015-12-15,465.32,83121104,6963784692,178632.13272586607,14965582.162812687,0.24,1061.5,1932.97,1186.1
2015-12-16,454.93,107944000,6810202753,237276.06444947573,14969781.621348338,0.24,1075.25,1969.4,1182.9
2015-12-17,456.08,47978400,6829095335,105197.33380108753,14973459.338273987,0.24,1049.4,1977.96,1178.2
2015-12-18,463.62,60220100,6943912954,129891.07458694621,14977595.776713688,0.24,1062.5,1975.32,1178.9
2015-12-19,462.32,47892700,6926346391,103592.1007094653,14981714.81008825,0.24,1062.5,1975.32,1178.9
2015-12-20,442.68,75409400,6633988873,170347.42929429837,14985969.262221018,0.24,1062.5,1975.32,1178.9
2015-12-21,438.64,77639696,6574990256,177000.9483859201,14989490.826190043,0.24,1078.75,1981.19,1184.3
2015-12-22,436.57,50840400,6545633139,116454.17687885104,14993318.686579471,0.24,1074.9,1992.56,1178.2
2015-12-23,442.4,47161400,6634776277,106603.52622061483,14997233.899186257,0.24,1068.25,1999.22,1176.1
2015-12-24,454.98,57157200,6825070740,125625.74179084794,15000814.84900435,0.24,1068.25,1990.65,1171.7
2015-12-25,455.65,39078500,6836936569,85764.29276857237,15004798.790738506,0.24,1068.25,1990.65,1171.7
2015-12-26,417.27,116166000,6262844602,278395.2836293048,15009093.876866298,0.24,1068.25,1990.65,1171.7
2015-12-27,422.82,53591200,6348296234,126747.07913532946,15014181.528782934,0.24,1068.25,1990.65,1171.7
2015-12-28,422.28,49638600,6341733237,117549.01960784315,15017839.435919296,0.24,1068.25,1964.06,1171.0
2015-12-29,432.98,51596500,6504194854,119166.01228694165,15021929.082174696,0.24,1070.1,1966.31,1165.0
2015-12-30,426.62,46889400,6410381455,109909.05255262295,15025975.001172002,0.24,1060.0,1961.31,1167.7
2015-12-31,430.57,45996600,6471217491,106827.2290219941,15029420.282416333,0.24,1060.0,1961.31,1172.0
2016-01-01,434.33,36278900,6529299589,83528.42308843507,15033038.447724082,0.34,1060.0,1961.31,1172.0
2016-01-02,433.44,30096600,6517390487,69436.60022148394,15036430.617847914,0.34,1060.0,1961.31,1172.0
2016-01-03,430.01,39633800,6467429942,92169.48443059465,15040184.977093557,0.34,1060.0,1961.31,1172.0
2016-01-04,433.09,38477500,6515713340,88844.12015978203,15044709.737006165,0.34,1082.25,1918.76,1172.0
2016-01-05,431.96,34522600,6500393256,79920.82600240763,15048600.0,0.34,1077.0,1930.53,1184.3
2016-01-06,429.11,34042500,6458942098,79332.8051082473,15051949.611987602,0.34,1091.4,1925.43,1187.7
